Gene	RNA_FC	Chip_FC
pa2g4(1of2)	-0.53615066	0.576634696
pa2g4(2of2)	-0.367458503	0.377892399
pacs1(2of2)	-0.477889829	-0.589750566
pafah1b1(2of2)	1.29720482	0.484932968
paics	0.850102599	-0.307423148
paip2b(2of2)	1.367881538	0.412236755
pak6(1of2)	1.263507558	-0.39998037
palm3	1.77221871	0.575849558
pank1	0.88731257	-0.677160347
pank4	1.832667624	-0.340831597
paox(1of2)	-0.599193252	-1.095758951
pard3(2of3)	-0.290058772	-0.389372355
pard3b(1of3)	0.633114792	-0.40780257
pard6a	0.628032806	0.547265785
park7	-0.514482404	0.305428772
parp4	0.50778423	-0.408504042
pax2(2of2)	-0.796196783	0.576079896
pax3(1of2)	-1.200739083	-0.472245228
pbrm1(2of2)	-1.215777479	-0.605260899
pbx2	0.286254664	0.472403633
pcbp2(2of2)	0.680771429	0.774099331
pcdh18(1of2)	-2.114656907	-0.713042749
pcdh19	-1.529579051	-0.383575692
pcdh7(1of2)	-1.332204687	-0.517680879
pcf11	0.53860296	-0.385675164
pcgf5	4.284244849	0.71887657
pcgf6	-0.938832794	0.314029561
pcmt1(1of2)	1.67816506	0.340424779
pcmtd2	1.951939212	-0.325988769
pcna	-3.012616223	0.362226203
pcnxl3	0.298939779	-0.380600615
pcyox1	-0.674719855	0.601315899
pcyox1l	-1.845922079	0.770107678
pdcd11	0.990937681	-0.382592458
pdcd6	-1.377763854	0.567867586
pde1c(2of2)	2.385562755	-0.507106166
pde3a(2of2)	0.299217593	-0.371733482
pdgfa(1of2)	-2.570719426	-1.295340428
pdlim2	1.068127859	0.387319602
pdlim5(1of2)	1.599847526	0.504676863
pdlim5(2of2)	-0.665010625	-0.455074406
pdpr	0.557078491	-0.490753659
pdzd11	-0.418081152	0.425637409
peli1(3of3)	0.610853859	0.554982687
peo1	-1.313150964	0.338410804
pepd	0.655637853	-0.387742565
pex1	-0.351119881	-0.422422336
pex13	0.406492076	0.601017213
pex14	-0.457848255	-0.755732062
pex2	0.883425744	0.425080771
pex26	-0.603255509	0.523056236
pfdn5	-0.4203118	0.362753975
pfkp(2of2)	-3.236923318	-0.580634133
pgam1(1of2)	-1.416343463	0.317808205
pgbd5(4of4)	-0.823257893	-1.221052052
pgm1(1of2)	1.277435414	0.41621419
pgm2	-1.79981514	-0.501821398
pgrmc1	-1.428301549	0.622737971
phactr2(2of3)	0.660943238	-0.652490082
phax	0.469992886	0.372036251
phc1(2of3)	0.376122717	0.384759733
phc3	2.539200289	-0.493560012
phf10	-1.655184276	0.512941172
phf21a	-0.978907217	-0.390560708
phkb	0.320560207	-0.486519317
phldb3	1.478937134	-0.439401016
phlpp1(1of2)	0.513471631	-0.340846912
phrf1	-0.791534537	-0.447143557
picalm(2of3)	-2.304443044	-0.453281917
pick1	0.418291272	0.321904791
pidd1	-0.522739951	-0.444065577
piezo1	0.785674631	-0.469281199
pigf	1.417811637	0.355931232
pigo	-0.741825162	-0.551270881
pigs	-1.593271932	0.489340815
pigu	-1.860259147	0.794462247
pik3ca(3of3)	-0.333139537	-0.371146027
pik3ip1	0.82429572	0.642505693
pik3r3(2of2)	-1.67795763	0.393079107
pikfyve	0.646248531	-0.412893115
pim1(3of3)	-0.99263746	0.617763157
pin1	-0.806908085	0.376817724
pip4k2a	1.432404538	-0.569516307
pisd	1.483964187	0.304836429
pitpnm2(1of2)	0.50358757	-0.511391386
pkd1(3of3)	0.323455782	-0.325458096
pkig	0.389883688	0.317824123
pknox1	0.59574626	0.612153383
pla2g15	0.569877709	0.397091089
plbd2	-0.38691067	0.887620689
plcd1(2of2)	2.218602409	0.625228998
plcg1(1of2)	1.30126081	-0.453595607
plcxd1(1of5)	3.348763603	0.862166193
pld1(1of2)	0.854042905	-1.881968421
pld1(2of2)	-0.536909331	0.632579369
plec(1of4)	3.23860745	-0.510902308
plec(4of4)	1.245052884	0.440695631
plekha1(2of2)	0.950208245	0.687104863
plekha3	1.28495644	0.357660383
plekhb2(1of2)	1.973263867	0.527832989
plekhg1(2of2)	-1.459403399	-0.489525918
plekhg4(2of5)	2.915629197	-0.841000568
plekhg4(5of5)	-0.716567917	-0.481593221
plekhg6(2of2)	-0.579254296	-0.363076418
plekho2	-0.71112445	-0.973767356
plpp2(1of2)	1.610322189	0.362593273
pls3(2of2)	-0.512545084	0.550827586
pltp	-1.997052338	3.58672451
plxna1(2of2)	-1.376305707	-0.645037549
plxnb1(3of3)	-1.599055942	-0.36638483
plxnb3	-0.994415143	-0.506213474
pmm1	1.024427557	-0.979199688
pmp22(1of2)	0.594072077	0.630005362
pmp22(2of2)	-1.436806685	0.562595049
pno1	1.01389528	0.424351938
pnpla2(4of5)	3.73112661	0.326892054
pnpla7(2of2)	-0.638180171	-0.562294275
podxl	-1.271525466	-0.35866874
pold2	-1.790914857	0.443749079
pold4	1.851756439	0.295037757
poldip2	0.87751817	0.3051118
pole3	-0.912263043	0.327291572
pole4	-1.448662458	0.399813275
polg2	0.966698832	-2.40881449
polq	-1.516761512	-0.496099255
polr1c	-0.710131344	0.347490018
polr3c	0.741243215	0.438796699
polr3f	1.51626629	0.299253873
polr3h	0.76001744	0.424436722
pomgnt1	-0.573357368	-0.460909705
pop5	-1.252258314	0.531274583
ppa2	-0.749060517	0.959720728
ppara(1of2)	1.424658593	0.585815151
ppard	0.795328173	0.405760188
ppcs	0.970222866	0.584398789
ppfibp2(1of2)	-1.230801829	-0.53897513
pphln1(3of3)	-0.973795623	0.688439567
ppip5k1(1of2)	0.433502064	-0.621782938
ppm1d(2of2)	0.919321549	0.34120599
ppm1h(1of3)	-1.328758659	-0.653953499
ppp1cb(1of2)	1.651123488	0.375959746
ppp1cc(1of2)	-0.857973878	0.344777779
ppp1r21	1.249657137	-0.32414812
ppp1r26	-1.476282162	-0.803460982
ppp1r27(1of2)	1.531618975	0.599405871
ppp1r3b(2of2)	2.465311566	0.536683584
ppp1r3c(1of3)	3.295095658	0.394542392
ppp1r3c(3of3)	2.519328699	0.662794639
ppp1r3d(2of3)	2.543349755	0.448564268
ppp1r7	-0.998286344	0.590118589
ppp1r9b(1of2)	-0.953197979	-0.418513728
ppp1r9b(2of2)	-1.034649477	-0.79263564
ppp2ca	-0.502642932	0.495982066
ppp2cb(2of2)	2.627296683	0.320663904
ppp2r2a(1of2)	-1.424401895	0.438345946
ppp2r5a	1.395369587	0.342906431
ppp4c	0.986858074	0.534141888
ppp4r2(2of2)	-1.070793847	0.474800688
ppp6c(1of2)	0.820558731	-2.44608722
prdm13	-1.384471393	-0.814640226
prex2	-0.581135116	-0.5109329
prim1	-2.348154821	0.49947845
primpol	-0.724033652	0.38875242
prkab1(2of2)	1.092500033	0.531239136
prkaca(2of3)	0.328671129	0.567584765
prkcd(1of2)	-1.115222333	0.75957146
prkcsh(1of2)	-1.179827665	0.437029597
prkdc	-1.493729939	-0.500211742
prkrir(1of5)	-1.723895577	0.567387481
prkrir(3of5)	0.717988755	0.424384375
prmt1	-1.48338297	0.498485823
prodh(2of2)	1.12341707	0.579701189
prpf38a	-0.468580418	0.416003147
prps1	0.943123593	0.775220964
prpsap2	1.132908725	0.674709938
prr15	0.892766423	0.847528517
prrc2c	-1.015434899	-0.670478932
prrg4	2.195372401	0.418656577
prune2(2of2)	-1.289810179	-0.636412927
psap(1of2)	0.690737384	0.553013216
psd(1of2)	-0.577389468	-0.48472497
psma2	-2.276574287	0.521683578
psma6(3of3)	-1.841160269	-0.881939469
psma8	-0.983579588	0.365437978
psmc2	-0.313477645	0.380701824
psmc3	-1.215131488	0.430369673
psmc4	-1.648883606	0.293221905
psmc6	-1.077789153	0.351464829
psmd11(2of2)	-1.936187837	0.473685233
psmd12	0.449207978	0.530332116
psmd3	-1.488346838	0.511420829
psmd5	-0.457924844	0.549008394
psmd6	-2.287685817	0.653506013
psmd7	-0.921664371	0.473438148
psmd8	-0.898867749	0.522668678
psme2	-2.0229823	-1.07891475
psme3	-0.594639233	0.426859492
psmf1	3.170952665	0.306727422
ptcd1	0.892930046	0.35838722
ptch1(2of2)	-0.919942046	-0.512361602
ptchd3	-1.635056736	-0.773876823
ptdss1(2of4)	0.889829279	1.195082965
ptges3(1of2)	0.523220064	0.529551173
ptges3(2of2)	-1.066643782	0.612486411
ptgfrn	-0.936158166	-0.513888998
ptgir	1.074264738	-0.480704918
ptgr2	-1.558713826	-0.554595653
ptp4a2(2of2)	-0.591943697	0.340001153
ptprd(4of5)	-1.183564208	-0.514603558
ptprf(2of2)	-1.257899769	-0.332151662
ptprg	0.729312616	-0.49974766
ptprz1(1of2)	1.313948983	-0.294648641
puf60(1of2)	-0.745974358	0.391363586
puf60(2of2)	0.737003761	0.340928969
pura(1of2)	-1.33967127	-0.567228492
pus1	-1.339783282	0.449304849
pus7	-0.260872476	0.385875887
pvrl4(2of4)	0.490827876	-0.516904551
pxdn	-2.390759287	-0.570285501
pycard	-1.209252404	1.683754871
qrsl1	1.737386412	0.310123262
rab10	0.591024203	0.358592738
rab11fip3(1of3)	0.591911639	-0.449481501
rab14(1of2)	-0.486636468	0.35679415
rab24	1.087757294	0.41222176
rab25(2of2)	0.762229624	-0.86513608
rab26(1of2)	-2.039058844	-0.534735978
rab27a	0.430159311	0.36896246
rab27b(1of2)	1.464791479	-0.517484919
rab28	1.233094852	0.767390509
rab33b(1of3)	1.621575345	0.378678128
rab35(2of2)	0.637476949	0.591607502
rab38(2of2)	1.996490491	0.750714487
rab3a(1of2)	0.86208231	-0.539992736
rab3d(1of2)	1.26708182	0.511292417
rab3d(2of2)	2.545548075	-1.956526869
rab4b	1.025670811	0.895756836
rab7a(1of3)	0.637992775	0.574448961
rab8a(2of2)	-0.409727498	0.596678396
rabgef1(1of3)	0.894266474	0.455822898
rabgef1(2of3)	-1.419049006	0.767618346
rabgef1(3of3)	0.809413393	0.413052378
rabggtb	0.721693042	0.358760226
rabl6	-0.370638264	-0.388334164
rac1	-2.12412618	0.552202252
rac3	2.621872638	-0.366124441
rad21(1of2)	-0.500016588	0.657581533
rad23b	-0.546619889	0.587792121
radil(1of2)	0.967714181	-0.536135346
radil(2of2)	-0.757420603	-0.51820509
rai1	1.762108533	-0.798915015
ralgapa2	1.281272132	0.335487842
ranbp1	-1.475373074	0.549154644
ranbp3	-0.440784315	0.762550793
rangap1(1of2)	-2.399063063	0.482807007
rap1b(2of3)	-0.512022974	-0.955547323
rap1gap(3of3)	1.370336322	-0.67692546
rap2c	-1.697433155	0.36544419
rapgef6	-0.293902443	-0.435172958
raph1(1of2)	1.756863197	-0.452401735
raph1(2of2)	-1.073259363	-0.426433871
rasgef1b(1of2)	1.773781981	0.441242149
rasgef1b(2of2)	-0.535441386	-1.974138346
rassf2(1of3)	-2.166472069	1.717189799
rassf2(3of3)	-1.264335429	-0.49824268
rassf6	1.903839812	0.543948414
rassf8(3of3)	4.08532723	0.48948359
rassf9	0.612434616	0.82269454
rbbp4	-2.526292239	0.728108278
rbm12b(1of3)	1.795041752	0.430643321
rbm12b(3of3)	-1.773285028	-0.506754163
rbm14	0.53787237	0.349939519
rbm15b	-0.330813751	-0.379489291
rbm28	0.706768496	0.286303126
rbm45	-0.702536664	0.596812479
rbm4b(1of4)	-0.603636735	0.425011381
rbm4b(3of4)	0.797913313	0.464493048
rbm8a	-0.963357262	0.51750826
rbmx	-1.30931362	0.368259855
rbp4(2of2)	-1.755642628	0.769410324
rbx1	-1.247536709	0.326774382
rcbtb1(2of2)	2.275684938	0.515041351
rcor3	0.562130369	0.897092363
rcvrn(2of3)	-2.242461487	-0.873608306
recql4	-3.892995085	-0.719308536
reep5(3of3)	0.61858705	0.342428861
rela	2.336947403	0.537468525
rer1	-0.983778857	0.555509943
rest(1of3)	0.498122003	0.356851465
rev3l(2of2)	0.920187829	-0.552199445
rexo4	-0.917721248	0.311224154
rfc4	-1.950391405	0.409737677
rfx7(2of2)	0.893019781	-0.536193405
rgp1	-0.639508223	0.616084892
rgs7	2.11833322	-0.580851071
rhbdd1	-0.646310513	-0.81363418
rhbg	0.732720123	0.52120166
rhoa(1of5)	-0.442926667	0.331951373
rhoa(4of5)	-1.021884889	-0.360548893
rhoa(5of5)	-0.70092959	0.578416366
rhobtb2(1of2)	0.511452092	-0.491121509
rhobtb3	-0.887055096	-0.554904999
ric1	-0.634001413	-0.355110276
rilpl1(3of3)	3.254721274	0.496507171
rims2(1of4)	0.83598682	-0.802979175
rin2(3of4)	3.879862602	0.582359322
riok3	1.287634059	0.282725925
rlf	0.3563382	-0.37424565
rnaseh2a(1of2)	-0.920273364	0.502992964
rnaseh2b	-0.707599243	0.444809957
rnasek	0.986635543	0.395766165
rnf103	1.438220948	0.349289263
rnf11(1of3)	1.809394578	0.369830765
rnf11(2of3)	0.532282918	0.624805035
rnf115(1of2)	2.238500458	0.434710328
rnf115(2of2)	0.656034755	0.297446872
rnf122(2of2)	1.962588097	0.411576938
rnf146(1of2)	0.528151954	0.414480618
rnf157	0.733984585	-0.576990641
rnf165(1of2)	-1.211876389	-0.634731664
rnf165(2of2)	-0.653250489	-0.556156493
rnf170(1of2)	-0.777036209	0.415473577
rnf181	-0.871383025	0.636255419
rnf182(1of5)	0.867624421	-1.701328045
rnf185	0.550063996	0.642692084
rnf19b(3of3)	1.289578827	-0.492205716
rnf213(2of2)	0.980906709	-0.334872364
rnf217	0.52069396	-0.518980993
rnf219	-1.925560653	0.568916721
rnf41(1of2)	0.877892244	0.577766405
rnf5	1.658324335	0.300808439
rnft2	-0.371994038	0.432032577
rnmtl1	-0.821017499	0.658634208
rnps1	-1.695758424	0.526803316
rock2(1of4)	-0.724793226	-0.691748554
ror1	-0.984984053	-0.546732214
ror2	0.39580254	-1.256361199
rp11-212d19.4	0.588229069	0.475698469
rpa2	-1.010861535	0.484802099
rpap3	0.640895703	0.314126357
rpe	1.167057818	0.477521092
rpf2	1.462130717	0.456475487
rpia	0.543508503	0.280130534
rpl7a	1.097452929	-0.391843838
rpl7l1	-0.730264395	0.290041727
rplp0	0.878966785	-0.353671822
rpn2	-1.951189365	0.494469485
rps12	1.520144402	-0.361250555
rps2	1.276751092	-0.350746115
rps6kb1	-0.641101262	0.438567944
rps6kl1	2.326003082	0.63552776
rpusd1	1.063996071	0.519214523
rpusd4	0.513771464	0.650479195
rqcd1(2of2)	-0.702652828	0.389057956
rraga	1.436676443	0.376221603
rras2	0.40018837	0.333777598
rrh	-3.916779692	-1.103784266
rrm1(2of2)	-5.051459241	0.553704283
rrm2(1of2)	0.752302113	0.459618103
rrm2(2of2)	-5.458394287	0.693597203
rsl1d1	-0.606296558	0.442325074
rsph3	0.921022349	-0.834102781
rspo3(1of2)	-1.696390733	-0.454611022
rtfdc1	0.957868335	0.372227536
rufy2	0.727399254	-0.574541269
rundc3b	3.133204274	-0.363318711
rxra(2of3)	1.525479006	0.361352396
rxra(3of3)	1.371872931	-0.47857772
rybp	-1.064046015	0.43851408
ryr1	-0.468801049	-0.762858963
ryr2(7of7)	1.104046273	-0.474027638
s100a14	-2.898528211	0.493504429
s100a16	-0.473075205	-0.710826595
sall1(2of3)	-2.36655412	-0.392657908
sall3	-0.482163701	-0.40812833
samd10(2of2)	-2.136767387	0.69549099
samd12(1of2)	0.432435668	-0.332501617
samd3(3of10)	1.767400325	0.57058695
samd4a	0.461430179	-0.374436107
sar1b(2of3)	-0.972542628	0.67739614
sardh	2.119844232	-1.056634401
sat1(1of2)	-2.513091834	1.844108506
sav1	1.079845315	0.36009292
sbds	1.000308108	0.375869407
sbf2	0.475850657	-0.348335934
sbk1(3of3)	-0.383498956	-0.407393234
scamp1(2of2)	0.870515405	0.490505488
scamp2(2of2)	0.472890946	0.426851016
scn2a(2of2)	2.634616261	-0.496235077
scn3b(2of2)	3.902869654	0.45904758
scnm1	1.106528522	0.559458043
scoc	0.508203685	0.316123769
scrib	-0.30253423	-0.570702259
scrn3	1.47401556	0.379604077
sdc2	1.83927188	0.44596328
sdccag3	1.085439816	-0.32631651
sdhaf4	0.943760872	0.446017771
sdhb	1.038423295	0.629831754
sec11a	-1.303121775	0.330417413
sec13	-0.766106151	0.642537471
sec22b	0.28216566	0.326999483
sec61b	-1.190717582	0.334409942
sel1l3(1of2)	-0.555414482	-0.397630211
selt(1of2)	0.436749276	0.562928197
selt(2of2)	-1.050419153	0.51773291
sema5a	-1.473574412	-0.543585893
senp1(3of3)	-0.93820858	0.507475895
senp2	2.330953478	0.380743898
sepp1(1of2)	4.00929221	0.657138969
sept10	-1.158037565	0.599793796
sept2(1of2)	0.576915251	0.301033824
sept7(1of3)	-1.863554756	0.46011677
sept8(2of2)	0.467990695	0.294422822
serinc1(1of4)	2.617989226	0.372332298
serinc1(3of4)	0.681344334	0.696062777
serinc1(4of4)	0.817800407	0.541678153
serp1	1.962197789	0.666571671
serp2(2of2)	2.203473368	1.18548458
serpine2	0.604402139	0.470738731
sertad3	0.610266059	0.534918262
sesn1(1of2)	-0.417801905	0.324837501
sesn3	1.721116472	0.329909745
setdb1(3of4)	-0.451851104	0.313527372
sf3a1	0.553446994	0.358622876
sf3a2(1of2)	-0.913700274	0.505002786
sfrp5(2of3)	-2.578118259	1.050293324
sgcb	1.142026491	0.551822447
sgce(1of2)	2.987095804	0.597907629
sgsm3	2.553528322	-0.40305419
sh2d5	2.504162051	1.485737651
sh3bgrl	-1.62498737	0.452216269
sh3bp4(2of2)	0.596692131	0.470657151
sh3bp5(2of2)	-1.462889188	-1.668478095
sh3glb2(1of2)	0.607328673	-0.2891593
sh3kbp1(1of2)	3.110979988	0.536997138
sh3pxd2b	-1.266792203	-0.352521147
shc1(1of2)	0.842662647	-0.601603789
shd(1of2)	1.145388064	0.345421375
shh(1of2)	-1.355905061	-0.460784639
shisa4(1of2)	1.137065099	0.52634619
shmt2	-2.043642367	0.475147704
shtn1(1of3)	1.448956288	-0.710907961
sil1	2.096093607	0.35603968
sirt5(2of2)	0.672457018	0.553674642
ska2	-1.234061477	0.527442498
skida1	-0.422123639	-0.555686162
skp1	-0.57852055	0.384506547
slain2(1of3)	-1.039841405	-0.364574491
slbp(1of2)	-2.38213838	0.487669049
slc10a3	-1.188914787	0.802242232
slc15a2	0.873419135	-0.335025437
slc17a5(2of2)	-1.540643389	0.491917494
slc19a1	0.875824306	0.349626506
slc20a2	1.117361485	-0.531878702
slc22a13(6of6)	3.010695964	0.474706566
slc23a1(2of2)	1.748765669	-1.034063542
slc23a2(3of3)	0.893750875	-0.39314937
slc25a1(2of3)	-0.575524965	0.395746826
slc25a1(3of3)	1.604233194	0.321863596
slc25a15(2of2)	-2.961086859	-1.211165506
slc25a16	0.575615949	0.399483724
slc25a25(1of4)	-1.519341671	-0.64761801
slc25a25(4of4)	-2.407844087	1.054911562
slc25a28(2of3)	-1.000504363	0.511039603
slc25a30	3.76490888	0.676413604
slc25a34	0.896943947	0.424674726
slc25a40(3of3)	1.483898478	0.464321689
slc25a42(1of2)	2.857069033	0.551932255
slc25a48	1.194593477	0.442413314
slc25a5(2of5)	0.441564872	0.53718362
slc27a2(1of3)	-0.603541405	-0.608869146
slc27a2(3of3)	0.332598409	-0.650857087
slc29a1(1of2)	-2.007287811	0.466543773
slc2a9(5of7)	-1.229214499	-0.641421777
slc30a9	-0.633065376	0.353832517
slc35b4	-0.839160203	0.412709593
slc35c2	-0.754257064	0.583932239
slc35f5	0.970229685	0.497028047
slc38a3(3of4)	0.813753534	-0.436713274
slc38a6	0.831233276	-0.308902356
slc39a1(2of2)	1.532495855	-0.624904184
slc3a1	-5.050436767	-0.313869225
slc3a2(2of2)	0.650743369	-0.461049229
slc43a2(1of2)	2.578734145	-0.623308787
slc48a1(1of2)	0.5787204	0.40887666
slc4a10(1of3)	-0.939308403	-0.653951805
slc5a3	1.151399014	0.734105374
slc5a6(2of2)	0.664644799	0.578064842
slc6a13(3of6)	1.621480558	-0.475977484
slc6a6(1of2)	-1.671022885	-0.512598399
slc7a1(3of3)	1.234514859	0.477458778
slc7a2(2of3)	5.064835143	0.495391707
slc7a7(2of2)	1.236287021	0.34300799
slc9a5	-1.988948278	1.871889195
slc9a8	1.055961713	-0.462817967
slit1(3of3)	-0.941328933	-0.28112605
smad1	0.752183181	0.458926347
smad3(1of2)	1.023289588	0.382727971
smad4(2of3)	3.119615242	0.362922833
smad9	2.066236911	0.462101269
smarcad1	-4.225658892	-0.403418619
smarcc2	-2.291724425	-0.69695963
smc6(1of2)	-2.464276118	-0.52176333
smcr8(2of2)	-0.657832773	-0.672809613
smim14	1.016358052	0.449550433
smim5	1.304153245	0.381079351
smn1(2of2)	0.831235223	0.946908709
smndc1	0.545933716	0.453519455
smoc1	-4.25325835	-0.663874911
smpd4	-0.940382636	-0.319692589
sms	0.999412959	0.433126251
smtnl2(2of3)	1.315322799	0.434319985
smu1(1of2)	1.101330946	0.41432154
smurf1	0.409903844	0.341734045
smyd1(2of2)	2.752001231	0.50406727
smyd2(2of2)	-0.600033269	0.597010382
smyd3	2.031676617	0.517696773
snap29	1.267636971	0.561450387
snapc1(2of2)	-0.355166041	0.336623213
snip1	0.325505483	0.405827907
snrpa1	-0.94844166	0.40371815
snrpc	-1.001170016	0.355472458
snx12	1.168826996	0.603442615
snx14(1of2)	0.481587595	-0.450904689
snx14(2of2)	1.576881161	-0.39522482
snx19(1of2)	1.791592916	-0.464113272
snx3	-0.544939325	0.399148575
socs3	1.21199797	-0.584811055
sox10(1of2)	-2.065684005	0.743215899
sox9(2of3)	-1.392068656	0.65265036
sp1	1.056912823	0.336198541
sp140	-1.736332479	-1.153205934
spaca4(1of3)	0.939360577	0.768726288
spag7	-0.827983061	0.425584926
spag9(2of2)	0.342342126	-0.661985381
sparc(1of2)	-1.934648565	0.474806848
spata2(2of2)	0.801101516	0.439785519
spata20	1.501784294	-0.470485795
speg(1of3)	2.077306399	-0.355185756
spg11	0.429786044	-0.444651295
spg21	2.521218762	0.364535389
spint1(1of2)	-0.666576887	0.747366634
spint2	0.927723706	0.479371552
spock3	0.556877868	-0.780784981
spred2(2of2)	-0.551330895	-0.485069179
sprtn	-1.094630328	0.398447509
spry1	-1.398475618	0.483213063
spryd4	-1.146416335	0.469448719
spryd7	0.597228002	0.455785743
spsb3(2of2)	0.673929063	0.606937629
spsb4(2of2)	1.013242955	0.316611324
sptan1(13of23)	0.693487243	-0.447624233
sptan1(3of23)	0.72756603	0.30173502
sptbn1(1of6)	0.762846018	-0.412783031
sptbn1(5of6)	-0.356891851	-0.378074958
sptlc1	-0.776615109	0.675750347
sptssa	1.789885576	0.641858123
sqrdl	1.717859115	0.418951162
srebf2	-0.946848351	-0.447454625
srfbp1	0.643804872	0.318709237
srgap1(1of2)	1.673537834	-0.313133766
srp14	-0.492753889	0.301454952
srp54a	0.601351565	0.322714831
srprb	-1.079636422	0.631005575
srr(1of2)	-3.371526445	-1.545382289
srrm1	-0.324894909	-0.337232532
srrm3	0.866759302	-0.686605762
srsf2	-1.946652644	0.414405838
srsf3(2of2)	-2.020656885	0.429894565
srsf7	-0.845631388	0.419933849
srsf9	-2.090803197	-0.474080758
ssbp1(2of2)	-0.964474807	0.433886824
ssbp3(1of3)	-0.504087731	-0.411864337
ssbp3(2of3)	-0.853276911	0.324755789
sspn	3.144813428	0.600012426
ssr1(1of2)	-0.382011144	0.704257623
ssr3	0.585888039	0.354249934
sssca1	-0.922686117	0.344389713
st3gal2(2of2)	1.719736384	-0.480888168
st3gal5(1of2)	-0.385697762	0.404669973
st6gal2(1of2)	2.03454618	-0.749207564
st6gal2(2of2)	-1.959044861	-0.348875195
st7(1of2)	0.531736031	0.428426739
stab2	-1.072963538	-0.461133962
stap2(1of2)	2.309701421	0.495387667
stk11	-0.402452896	0.346592713
stk35(1of2)	-3.67658021	0.780469312
stk40	-0.623197942	-0.355696468
stmn1(1of2)	-1.479017232	0.397295221
stmn1(2of2)	-0.827693541	0.645188287
stom(3of3)	1.091721591	0.428272596
strap	-0.269630775	0.523477549
stt3a	-0.505179713	0.37880572
stt3b(2of3)	-1.055261497	-0.800441909
stx11(2of4)	2.845223259	0.644353796
stx4	-1.205607446	0.423949441
stx5	-1.674639615	0.66109918
stxbp1(1of3)	1.293847807	-0.503558734
suds3	1.565302524	0.290431015
sugt1(1of2)	1.381473525	0.671801309
sulf2(2of2)	-1.093035903	-0.633982108
sumo2(1of3)	-2.171193628	0.408426864
sumo2(2of3)	-1.900297199	0.547000736
sumo3	-2.665241276	0.403054857
supt5h(1of2)	4.377114575	-0.862519738
surf4	-0.82854166	0.396209149
surf6	0.834125978	0.33607509
suv39h1	-2.759834268	0.428838672
suv420h1	0.586852166	-0.374652252
svep1(1of3)	-1.57580903	-0.459862533
svil(2of4)	-0.949573626	-0.802941252
svopl	-2.218707761	-0.584524066
syf2	0.500481615	0.29721823
syncrip(1of2)	-1.740894978	0.439785333
syne3(1of2)	1.142950904	-0.318064407
synpr(2of3)	-0.497131998	0.871749624
sys1	0.714213814	0.900681206
tacc1(1of2)	-0.623826972	-0.696577661
tacstd2	-0.75759845	0.66664567
tada2b	0.429229255	-0.435221411
taf11	-0.511140332	0.321733698
taf2	-0.47869881	-0.418591144
taf5l	-0.845834725	0.449399368
taf6	-0.803735042	0.409476891
taf6l	-1.479916159	1.288360812
taf9	0.33883867	0.284875762
tango2	0.495969951	0.391512378
taok3(1of2)	1.796304752	-1.061503385
tardbp(1of2)	-1.15474604	0.370911046
tax1bp1(3of4)	1.257576801	-0.567373529
tax1bp3	-0.536230741	0.537820809
taz	-0.734736263	-0.458230811
tbc1d16	0.650105005	-0.546191127
tbc1d32	0.473869363	-0.426284047
tbca	-1.186895289	0.417157054
tbcb	1.46478971	0.43745475
tbce	-1.355041743	-0.516754334
tbkbp1(2of2)	1.164825047	-0.637981594
tbpl1	-1.045987715	-0.490363694
tceanc	-0.968699631	-0.543689803
tceb1	-0.412503988	0.364260577
tcf7l1(2of4)	0.674585606	0.516342704
tcp11l2	0.616101119	0.448809116
tdh(2of3)	0.797685245	0.861157958
tdp2(1of2)	-2.25736281	1.101477586
tec(2of2)	2.319951113	-0.485707347
tecr(2of2)	-0.723622884	0.546537268
tefm	-0.78047413	0.393966669
tenm3(2of2)	-1.023986738	-0.366874843
tenm4	-0.94931052	-0.305203636
tert	-2.808746949	-0.51274067
tesk2(3of3)	0.674562333	-0.404356103
tespa1	-2.557563402	-0.744513063
tex2(2of4)	0.5386686	0.368830621
tex261	0.49752698	0.384536541
tfap4(2of2)	0.285266698	0.410765593
tfb2m	2.31070463	0.365186304
tfcp2	-0.440010865	0.540136468
tfdp1	-1.090273692	0.280757841
tfeb	2.550767728	0.602475862
tfg	0.871722872	0.529929671
tgif2-c20orf24	0.378179663	0.751016427
tgm2(2of2)	-1.826109641	-0.528256265
tgm5(3of3)	0.939401896	-0.588764208
tgm6	1.565511039	-0.505230598
thap11(2of4)	0.542179218	0.635205928
thap11(3of4)	-0.486247531	0.44958023
thap2(2of2)	1.207347586	0.40387693
thap4(2of6)	0.836144014	1.122964143
thap4(6of6)	0.967691143	0.459317381
thoc1	-0.480712299	0.550067713
thoc5	-0.344335996	0.383105999
thoc7	-1.071582897	0.394056294
thra(2of2)	-0.459621183	-0.521121548
thsd4(2of2)	2.528383093	-0.608569535
thsd7a(1of2)	-0.814015463	-0.584624835
tia1(1of2)	0.31323221	0.416549771
tiam1(1of2)	-1.070907068	-0.419465705
tiam1(2of2)	-1.382260573	-0.472719386
ticrr	-1.610334547	-0.505385015
timm23	0.371879541	0.460811615
timm44(2of2)	-2.151272608	-0.542261052
timp2	2.221842513	0.422869215
timp3	0.788543709	0.423723904
tinagl1	3.451781656	0.413675696
tk1	-3.417696627	0.561483925
tldc1	0.768071599	0.549620691
tlr5(1of2)	3.170188375	0.398717772
tm7sf2	-1.611826325	1.014626569
