Gene	RNA_FC	Chip_FC
kmt2d(1of5)	0.328077886	-0.609401429
kmt2d(2of5)	-0.393540697	-0.26977507
kmt2e	0.130669575	-0.239451181
klhl30	0.704229191	0.525572482
kncn	1.870570589	0.090146671
kndc1(2of3)	0.13283721	-0.470860098
kndc1(3of3)	0.279835378	-0.278262233
kng1(1of2)	-2.161318316	-0.104433011
kng1(2of2)	2.35313503	-0.334871515
knop1	-0.662795087	0.186161492
knstrn	-9.48715085	NA
kntc1	-4.726700505	-0.510824263
kpna1	-0.499231584	-0.333862768
kpna2(2of3)	-3.682623878	0.365951485
klhl33(2of2)	0.526803386	-0.580373026
kpna3	-2.442552063	-0.16341606
kpna4	-0.286632493	0.202566006
kpna5	0.503682819	0.216633407
kpna6	1.415961283	0.186065231
kpnb1(1of2)	-0.213253074	0.122861612
kpnb1(2of2)	-0.291528678	0.021496477
kptn	-1.026967502	0.028584813
kmt5a	-0.097647473	-0.936417026
kremen1	-0.478456463	-0.289699547
kri1	0.193377066	0.032755449
krit1	-1.029278626	0.206212546
krr1(1of2)	0.08693203	0.206850225
krt12	1.033503872	1.215608859
krt15	2.201833749	-0.478374078
kpna2(3of3)	-2.423848469	-0.592733915
krt17(3of5)	0.829036402	-0.242308318
krt17(4of5)	3.747927563	-0.019590129
krt17(5of5)	-2.825074745	NA
krt18(1of6)	-0.568116813	-0.21022258
krt18(2of6)	-0.607270669	-0.023801089
krt18(3of6)	-1.191662275	-0.016883605
krt18(4of6)	2.6487044	0.366140428
krt18(5of6)	0.29377437	0.246530366
krt18(6of6)	-4.655802614	NA
krt19	2.912798333	-0.148083113
krt222	1.894229533	-0.03155914
krt42	3.116443155	-0.156452605
kras	-0.152447769	0.425544414
krt8(3of7)	0.25673238	-0.185367743
krt8(4of7)	0.613448602	-0.057354744
krt8(5of7)	-0.155663884	0.359746602
krt8(6of7)	-0.461306899	-0.008508112
krt8(7of7)	-4.343466276	NA
krtcap2	-2.525746978	0.111290348
krt17(2of5)	1.102263022	-0.911032045
krt8(1of7)	3.368028656	-0.397678363
ksr1	0.343455537	-0.191203281
kti12	-0.031958164	0.237944653
ktn1	-0.376302039	-0.246977135
krtcap3(1of2)	0.305356429	1.415349798
krtcap3(2of2)	-0.02757748	0.659714857
l1cam(1of5)	-0.959808825	NA
l1cam(2of5)	-0.382988671	-0.584021259
l1cam(3of5)	-0.412783899	-0.117585677
l1cam(4of5)	0.056561129	-0.125057176
l1cam(5of5)	-0.80563765	-0.364162429
kxd1	0.303317094	0.599222298
l3hypdh	-0.891563349	-0.263744296
l3mbtl1	1.227969759	-0.380660697
l3mbtl2	-0.004134229	-0.146784011
l3mbtl3	0.09964871	-0.070870941
kynu	-0.746526955	0.560726847
l7rn6	1.145296599	0.229637959
lace1(1of2)	-1.38559747	0.477271635
lace1(2of2)	2.333829224	-0.284380142
lactb	-0.572656218	-0.22862398
lactb2	0.12317184	0.232989969
lad1	-0.994639106	-0.181238226
l2hgdh	0.462214244	0.742088891
lage3	-1.019218574	0.364173302
lama2(1of3)	-1.016816595	-0.318585913
l3mbtl4	1.261434463	-0.724887733
lag3(2of2)	1.0756851	-0.528898605
lama3(1of4)	0.216938976	-0.092202207
lama3(2of4)	1.762165329	-0.120540616
lama4(1of2)	-0.551549808	-0.23029847
lama4(2of2)	1.331915169	-0.312213792
lama2(2of3)	1.870759309	0.434588203
lama2(3of3)	-0.915129628	-0.406501463
lamb1(2of4)	-0.205982374	-0.175249478
lamb1(3of4)	-0.941538081	-0.07997469
lama5	-1.315696299	-0.302723979
lamb2	-1.826008547	-0.183147571
lamb3(2of2)	2.212523354	0.40444069
lamb1(1of4)	-0.749652457	-0.406201997
lamc1(2of2)	-1.475047145	-0.237698545
lamc2	0.582723227	-0.236262189
lamc3	-0.539048363	-0.542002288
lamp1(1of4)	-0.73944796	-0.061822947
lamb1(4of4)	-2.517089496	-1.218378255
lamc1(1of2)	0.778495961	-0.70143543
lamp2	-0.44786067	-0.144434409
lamp1(2of4)	1.884600112	0.369369279
lamp1(4of4)	2.42217024	0.362006602
lamtor3	0.081855211	-0.020656366
lamtor4	0.929292396	-0.145288619
lamtor5	0.485294843	0.105967936
lancl1	0.793965948	0.261838199
lancl2	0.160216567	0.151984585
lap3	-0.948375181	0.029150682
lamtor1	1.544234723	0.569700217
laptm4b(2of2)	-1.282328712	0.011872573
large(1of2)	0.196111565	-0.003192994
large(2of2)	-0.91920952	-0.327094991
larp1(1of2)	0.351442244	-0.130772692
lamtor2	0.885815139	0.387967924
larp4	0.255465497	0.149515033
larp4b(1of3)	-2.400408665	-0.555219045
larp4b(2of3)	-0.66260022	-0.151371548
larp4b(3of3)	0.036307733	-0.109523552
larp6(1of2)	2.01744152	0.092437404
larp7	0.110080898	-0.02651358
lars	-1.491072423	0.192443097
lars2	-2.056876368	-0.143468171
laptm4a	1.614703403	0.529544767
larp1(2of2)	-0.711799156	-0.576751737
lasp1(2of2)	-0.258398439	-0.03941924
lats1	0.881599495	0.143620502
lats2	0.939627761	0.110678727
layn(1of2)	-0.281070803	-0.326765713
layn(2of2)	0.105262658	0.200497471
lbh(1of2)	1.383172875	-0.403990637
lbr	-1.677851948	-0.016663236
lbx1(2of3)	-1.134263929	-0.009002128
lbx1(3of3)	0.320826247	0.23293177
lca5	0.290870509	0.139884412
lcat	2.119243455	-0.458659362
lclat1	0.807220888	0.117575352
lcmt1	0.147772313	-0.158592259
lcmt2	0.517383797	-0.165675907
lcn15	1.49991341	0.660122776
lcor	-0.071226109	-0.393188723
lcorl	0.644389358	0.100355533
lcp1	-0.712564369	-0.053609303
lcp2(1of2)	-0.537879428	-0.028335607
lct(1of2)	0.88026814	0.408458342
lctl(1of2)	-0.211145032	0.189302536
ldah	-0.95493283	-0.503537385
ldb1(1of2)	0.298302674	-0.08728536
las1l	-0.043882263	0.390309611
ldb2	0.293517772	0.337624249
ldb3(1of2)	0.497980796	-0.054820362
lasp1(1of2)	-0.101898696	0.38079462
ldha	2.068025113	-0.050259591
ldhb(2of2)	1.010799511	0.227041317
ldhd	-0.406731625	0.070771045
ldlr(1of2)	-0.109731424	-0.181150624
ldlr(2of2)	0.67080046	-0.011060638
ldlrad3	0.99902204	0.118962124
ldlrad4	-1.68511062	-0.35639794
ldlrap1(1of4)	2.274739134	0.052684846
ldlrap1(2of4)	0.703845081	-0.279016714
ldlrap1(3of4)	-0.683198982	0.076164209
ldlrap1(4of4)	0.159496215	0.393010795
ldoc1l	1.387665507	-0.334150463
lect1(1of2)	-3.176368434	0.039003005
lect2	-0.244190523	-0.363491748
lef1(1of2)	-1.225319055	-0.194459119
lefty1	-5.908455468	-0.106860905
lemd1	-0.664902987	0.424216896
lemd3	0.319284336	0.170851163
lenep	0.662345141	-0.33058991
leng1	0.409063754	-0.207852957
leng8	0.289231693	-0.265765152
leng9	-0.866107041	-0.6306544
leo1	-1.167502795	0.283310992
ldb1(2of2)	-0.541218576	0.556592411
ldb3(2of2)	2.517837858	0.596035142
leprotl1	0.867288422	0.300923574
letm1	-0.105293868	-0.26784194
letm2	0.755426267	-0.102299249
lepr	0.445939942	-0.531308033
leprot	0.470917553	0.417339572
lfng(2of2)	-1.637981571	-0.360446686
letmd1	0.080861442	-0.45912349
lgals3(1of6)	0.44982563	-0.257932746
lfng(1of2)	-0.774122531	-0.417044676
lgals3(3of6)	0.840111488	-0.197370486
lgals3(2of6)	1.320238661	0.465001465
lgals4	0.448099486	-0.648170668
lgals8	2.331600761	-0.209400492
lgals9	-0.208388233	-0.336043293
lgalsl(1of3)	0.633149502	-0.280839431
lgalsl(3of3)	1.252031281	-0.152964979
lgi1(1of2)	-1.906884353	-0.289995715
lgi1(2of2)	0.444975395	-0.518698579
lgmn	-0.672506711	0.310695009
lgr4	-0.044269229	-0.007400665
lgr5(1of2)	0.860036829	-0.281300732
lgr5(2of2)	1.518247179	-0.250418611
lgr6	-2.761414264	-0.696433085
lgals3(4of6)	1.93056953	0.362731665
lhfpl2(1of2)	-2.294991635	1.210094176
lhfpl2(2of2)	-0.955047873	0.167139799
lhfpl3(1of5)	0.122018356	-0.259554339
lhfpl3(4of5)	2.654501836	-0.414058148
lhfpl3(5of5)	0.15616893	0.057954583
lgals3(5of6)	1.442312905	-0.915275292
lhx1(1of2)	-1.498912476	0.031201099
lhx1(2of2)	-2.069075996	0.299982587
lhx2	-1.513169345	0.092276907
lhx3	-0.317926573	-0.36774063
lhfp	-0.093100697	0.438317425
lhx5	-1.8356777	0.175210724
lhx6(1of2)	-0.117250953	0.737394899
lhx9	0.092647624	-0.255763452
lias	-0.535246598	0.292023206
lifr(1of3)	-0.090463581	-0.297815477
lifr(2of3)	-0.55203507	-0.28712343
lig1	-2.377222212	-0.110836362
lig3	-0.553083434	-0.103959856
lig4	-0.223048061	0.016891502
lim2(1of4)	-0.996861653	0.026193105
lima1(1of2)	1.243705291	0.166053347
lima1(2of2)	-0.200933144	0.206173604
limch1(1of2)	1.421699045	-0.138639614
lhpp	-1.062771559	0.609707789
limd1(1of2)	-0.513790354	0.038252702
limd1(2of2)	-0.042672716	-0.370524626
limk1(1of2)	0.071382249	0.089037391
limk1(2of2)	0.870932625	0.107308259
limk2	0.257822452	0.231843183
lhx4	-0.433452908	-0.653271497
lims1(2of2)	0.613150201	0.270436206
limch1(2of2)	-0.105951656	-0.438065244
lin28b	-0.11805393	-0.067132234
lims1(1of2)	0.273608065	0.608983555
lin52	-3.219324791	0.289004416
lin54	-0.447669819	-0.22852046
lin28a	0.377732404	-0.46995838
lin37	0.818488507	0.405066469
lin7c	-0.352301451	-0.021390329
lin7a	1.360775698	0.585319523
linc00493	0.256226227	0.240974957
lingo2(2of2)	-0.768901197	-0.355650817
lin7b	-0.483117186	-1.246463695
lipa	0.282880215	0.019367142
lipc	0.350990849	-0.348912996
lipe(1of2)	-0.051541853	-0.213503186
lipe(2of2)	0.411506505	-0.02961188
lipg	-1.272760279	0.238212834
lipt1	-1.104117882	0.289096576
lipt2	-1.287385801	0.486746032
litaf(1of4)	0.544152499	-0.400566021
litaf(2of4)	0.145842993	0.587940614
litaf(3of4)	1.27517236	-0.222570384
lix1	-1.36006053	0.010762622
lix1l	-0.963383441	-0.188702832
llgl1(1of2)	-0.653560209	-0.222501219
llgl2	0.389215933	-0.143563332
llph	-0.07576398	0.272851593
lman1	-2.468258979	0.154764177
lin9	0.542346833	0.46964806
lman2l	-0.389269918	0.339900211
lmbr1	-0.814060604	0.037661556
lmbr1l	-0.324232613	0.210108842
lins1(1of2)	0.057739335	-0.704469161
lmbrd2(1of2)	0.797943703	-0.1470849
lmbrd2(2of2)	0.683619353	-0.280858995
lmcd1	0.658698606	-0.069731583
lmf1	-0.043356226	0.058169874
lmf2	0.103579118	0.18523394
lmln(1of3)	0.098360163	-0.182320083
lmln(2of3)	0.335633428	-0.058366668
lmna(1of2)	-0.7260352	-0.344976609
lmna(2of2)	-0.714261953	0.100747087
lman2	0.51205852	0.61169276
lmnb2	-2.280489566	0.215574126
lmo1(1of2)	-0.263712299	-0.232122023
lmo1(2of2)	-0.277211359	0.105459603
lmo2	-3.862741171	0.23310925
lmo3	-0.734804442	0.285267997
lmo4(1of3)	0.985738002	0.460002819
lmbrd1	1.395385214	0.416022145
lmo7(1of2)	1.013698654	-0.220551166
lmnb1	-3.90959318	0.603159042
lmod1(2of2)	1.021855657	-0.199918209
lmod3	1.36328718	-0.100683785
lmtk2	-0.343713092	-0.105849967
lmtk3	1.68500094	-0.361464993
lmx1a(2of4)	0.252778988	NA
lmx1a(3of4)	-1.252797162	-0.243053154
lmo4(3of3)	-0.863951568	0.677449967
lmo7(2of2)	0.820955361	-1.47583374
lmx1b(1of2)	-0.414746672	0.504576239
lnp1	-1.054971732	-0.49318623
lnpep	1.992587351	-0.150747507
lnp(1of2)	-0.582087971	-0.46942614
lnx2(1of2)	-0.087216607	0.117839521
LOC107372370	0.851326157	-0.309992833
LOC107372373	-0.676177661	-0.254831679
LOC107372402	0.872002251	-0.064102467
LOC107372433	0.012614194	0.113201547
LOC107372464	-0.843166297	0.030959842
LOC107372473	-0.12880973	0.123385503
lnp(2of2)	1.776507112	0.294367219
LOC107372489	-1.89802146	-0.178701413
LOC107372581	-2.436182381	-0.097952197
LOC107372604	0.131547826	-0.361780949
LOC107372615	0.078080479	0.092800131
LOC107372643	1.809997316	-0.008346566
LOC107372644	1.522579484	-0.050875813
LOC107372655	-0.093212418	-0.027095628
LOC107372707	-0.069183083	0.218741097
LOC107372725	-1.179308859	-0.417664354
lnx1	0.589563171	-0.561365164
LOC107372739	0.75393772	-0.166366989
LOC107372488	-1.668502325	-3.712476139
LOC107372738	1.028172753	-0.583435926
LOC107372750	2.846881223	0.275510879
LOC107372751	-0.687612495	-0.43309695
LOC107372786	-0.710918011	0.028619951
LOC107372801	0.526305706	-0.1553134
LOC107372809	1.715131972	-0.184301554
LOC107372812	6.293631901	-0.325317531
LOC107372742	-0.853088292	-0.730992054
LOC107372872	0.559338988	0.053391399
LOC107372890	-0.476524067	0.088084035
LOC107372748	-0.328112676	0.493970862
LOC107372912	-0.748412867	0.274114582
LOC107372942	-1.389237401	-0.010780174
LOC107372944	0.129703135	-0.169116029
LOC107372832	-0.679909535	-0.450229142
LOC107372986	-0.443801811	-0.358274266
LOC107372990	0.0550565	0.03816383
LOC107372992	-0.286789459	-0.167552989
LOC107372995	0.514704248	1.734079298
LOC107373026	-1.793376001	-0.404639745
LOC107373058	0.361623316	-0.239991978
LOC107373107	1.972175873	-0.214357234
LOC107372891	-0.556234496	-0.744155314
LOC107373152	-2.051145092	-0.476764416
LOC107373185	-0.384621071	-0.66242954
LOC107372956	1.561643895	-1.757338194
LOC107373123	2.201165113	-2.132769885
LOC107373206	-0.881943908	-0.354538962
LOC107373238	1.390079251	-0.425079747
LOC107373244	-0.220710542	-0.147152635
LOC107373259	-1.556268628	-0.245679519
LOC107373186	0.162985931	-0.415893889
LOC107373297	-0.553749123	0.241576289
LOC107373317	-1.852483354	-0.453247876
LOC107373360	-1.486241997	-0.553561622
LOC107373368	0.702513869	-0.518503758
LOC107373384	1.532561853	-0.408392712
LOC107373390	1.020419853	0.035384115
LOC107373391	0.76546464	0.044145299
LOC107373196	0.116742953	-1.16484593
LOC107373260	-0.290928234	-0.425321957
LOC107373428	0.259535611	-0.26368064
LOC107373399	0.663900364	-0.661688318
LOC107373419	1.181797833	0.349169535
LOC107373449	-1.245977188	-0.18612415
LOC107373489	-1.126048117	-0.333134391
LOC107373498	-1.35800117	0.288292186
LOC107373528	0.23155841	-0.200482586
LOC107373567	-0.267045142	0.343321041
LOC107373436	-0.522741874	1.104652162
LOC107373660	2.214367015	0.211175048
LOC107373746	-0.702580854	-0.242513461
LOC107373780	0.722818175	0.139128875
LOC107373799	-0.381128046	-0.171540463
LOC107373637	1.373701873	-0.618016001
LOC107373954	0.175440101	-0.430621557
LOC107373756	0.015302035	0.441980423
LOC107374011	1.107067789	-0.217655027
LOC107374026	1.081820796	0.296072566
LOC107374073	0.150136846	NA
LOC107374074	1.102712066	-0.259548402
LOC107373801	3.845376757	-0.519299862
LOC107374202	-0.044458038	-0.470484428
LOC107374240	0.536058359	-0.234582538
LOC107374342	0.576057351	-0.35155786
LOC107374363	-0.507801795	-0.131272116
LOC107374408	-0.166289387	-0.257672447
LOC107374438	1.168026997	-0.153395189
LOC107374456	3.545799679	-0.010947875
LOC107374499	0.295840986	-0.28289167
LOC107374568	-0.193738601	-0.062308842
LOC107374626	0.961267526	-0.503312471
LOC107374653	-0.018031241	-0.179512917
LOC107374655	0.07815033	-0.156438554
LOC107374671	0.313578917	0.272360294
LOC107374710	-0.732169443	-0.29739446
LOC107374475	0.17898696	-0.685738925
LOC107375001	1.576593308	-0.298842624
LOC107375071	-1.012618063	0.845066379
LOC107375078	0.348887213	-0.389582083
LOC107374876	5.728573305	-0.49154211
LOC107375139	0.477453207	-0.229996971
LOC107375165	-2.111122234	0.29504014
LOC107375192	0.598729655	0.237910265
LOC107375193	-0.142853083	-0.181615544
LOC107375194	0.526037149	-0.167256943
LOC107375133	3.021096147	1.298824542
LOC107375227	-2.479419448	0.065379087
LOC107375238	0.369419785	NA
LOC107375239	0.181898124	-0.309478522
LOC107375494	1.048405719	0.147079978
LOC107375580	0.808754063	-0.067899234
LOC107375602	0.383200624	0.000834125
LOC107375623	0.10860289	-0.125466912
LOC107375792	0.597255948	0.057106752
LOC107375807	0.501131936	-0.395187193
LOC107375217	1.925970367	0.406063163
LOC107375815	-0.431666661	-0.431816479
LOC107375865	2.30722263	0.411197047
LOC107375876	-0.077413768	-0.309565301
LOC107375852	0.6109399	0.881192728
LOC107375903	0.095043387	-0.386993262
LOC107375917	-0.240740283	-0.299852844
LOC107375927	1.070654596	-0.007661753
LOC107376005	1.155928782	-0.402909676
LOC107376075	0.007650404	-0.285097788
LOC107376092	-1.870154876	NA
LOC107376163	0.376357985	-0.298843965
LOC107375888	0.339440568	0.482554921
LOC107376299	-2.286426611	-1.207271894
LOC107376301	-0.858712388	0.571719594
LOC107376326	0.110914083	-0.059289724
LOC107376381	0.992472671	-0.218884435
LOC107376411	1.342904728	-0.450208236
LOC107376489	0.634901841	0.199950113
LOC107376591	0.194047724	-0.283724014
LOC107376691	0.221489833	0.129390401
LOC107376465	1.084911324	0.612992738
LOC107376719	1.083713797	-0.287871007
LOC107376759	0.456428841	0.101750265
LOC107376761	4.425388667	NA
LOC107376767	2.490726876	-0.07353384
LOC107376787	0.265747222	0.043552245
LOC107376838	0.270778216	-0.259307443
LOC107376854	0.889010886	-0.201231999
LOC107376856	0.146661955	0.161940704
LOC107376868	1.105799236	0.525625898
LOC107376704	-0.855124221	1.044894371
LOC107376877	0.25974102	-0.575274537
LOC107376894	2.90070206	-0.757848148
LOC107377091	-4.75957889	-0.240017713
LOC107377100	-0.53517595	0.12060392
LOC107376995	1.530891564	-0.640417741
LOC107377108	1.690930439	0.721693658
LOC107377134	-1.937078373	NA
LOC107377260	-0.742733841	0.726670102
LOC107377291	-0.299488924	-0.074244272
LOC107377296	1.039516934	-0.267655291
LOC107377326	0.227417423	-0.083600736
LOC107377334	-0.430729454	0.381027033
LOC107377101	1.480881915	0.543413812
LOC107377342	-0.007759863	0.62510225
LOC107377415	0.68488559	0.077935288
LOC107377416	-0.746848093	-0.112040452
LOC107377430	-0.137383896	0.134308673
LOC107377446	0.115669295	-0.071551165
LOC107377456	0.75958896	0.269040586
LOC107377533	0.366937437	-0.218780471
LOC107377543	0.020123828	-0.305568227
LOC107377585	0.289525172	-0.169281117
LOC107377679	-0.930316338	0.311896029
LOC107377859	-0.923452994	-0.050935356
LOC107377959	-2.59144178	0.136793507
LOC107378012	-0.235447418	0.130043951
LOC107378013	-1.568583988	0.176576448
LOC107378040	-0.88152446	-0.012372022
LOC107378046	-0.278605841	-0.326468478
LOC107378141	0.666408533	0.122180539
LOC107378189	-2.689406048	NA
LOC107378193	-0.073611297	-0.084279717
LOC107377470	-0.38819802	-0.539315192
LOC107378213	0.373777306	-0.430352891
LOC107378459	3.382919084	0.381660408
LOC107378476	0.350752766	-0.201754498
LOC107378481	0.248189136	-0.336599542
LOC107378458	6.212915885	0.626176349
LOC107378551	0.138908108	-0.048814089
LOC107378626	-1.091227749	0.014379288
LOC107378660	0.669966433	-0.168327793
LOC107378686	0.865245843	-0.309286364
LOC107378758	0.255171838	-0.148037489
LOC107378506	-0.422186314	1.174770357
LOC107378811	0.523066659	-0.358495169
LOC107378857	-0.094065408	-0.441922175
LOC107378900	1.014789915	0.002337409
LOC107379082	0.864874231	-0.163747272
LOC107379110	0.004430506	0.594735764
LOC107378932	0.62537538	-0.566166182
LOC107379131	0.08379915	0.295535658
LOC107379132	-2.004026932	0.009051761
LOC107379130	0.04246622	0.505844959
LOC107379134	-0.579171706	0.549676513
LOC107379146	0.954319265	0.825850665
LOC107379182	-1.892578532	-0.379497742
LOC107379201	-2.88838121	-0.351986209
LOC107379133	0.44097855	0.42239788
LOC107379328	0.247963219	-0.568384675
LOC107379366	-0.467508829	-0.052508505
LOC107379396	0.402034084	0.332277405
LOC107379484	2.653680045	-0.137420781
LOC107379555	0.03217068	0.127193797
LOC107379661	-0.038697683	0.165446414
LOC107379744	-0.977307414	0.051750628
LOC107379752	-0.304226591	0.436769536
LOC107379778	2.540682905	-0.256324533
LOC107379791	1.584693506	0.568565774
LOC107379850	1.050584454	NA
LOC107379854	-0.877585019	-0.580504019
LOC107379919	1.641300987	0.236920672
LOC107379939	0.792349136	-0.143707325
LOC107380152	-1.164742026	-0.609138885
LOC107380116	1.178238126	0.414524879
LOC107380363	0.351393502	-0.543746946
LOC107380515	0.052546142	-0.240617853
LOC107380288	1.042478703	0.526001405
LOC107380526	-0.260702314	0.016451221
LOC107380616	0.26268664	-0.613413408
LOC107380624	0.098565984	-0.588736947
LOC107380517	-0.289635263	-1.419761221
LOC107380752	0.087225117	0.301301485
LOC107380836	0.478646733	-0.135903001
LOC107380852	-0.776081421	-0.410770167
LOC107380904	-1.511945569	-0.129457299
LOC107380927	0.001724052	0.79957485
LOC107380956	0.500054766	-0.274842035
LOC107381059	-1.256826598	-0.446482041
LOC107380640	0.651551093	0.306697778
LOC107381066	-2.365603622	-0.846230474
LOC107381526	-1.319972803	-0.229524392
LOC107381566	-0.41284093	-0.229019458
LOC107381606	0.310240504	-0.123537199
LOC107381070	-0.942191784	0.652724791
LOC107381799	-2.146676487	-0.152260383
LOC107381866	1.167488048	-0.147681895
LOC107381879	1.749400325	0.253516483
LOC107381899	-0.035227214	-0.290278232
LOC107381904	-2.546051581	NA
LOC107381784	-0.877442071	-0.597130747
LOC107382070	-0.032293211	-0.365166794
LOC107382071	1.247590557	-0.455433723
LOC107382077	0.379347635	-0.254718306
LOC107381940	0.11943174	-1.001167078
LOC107382169	-0.037604041	-0.24881016
LOC107382219	-0.521560318	-0.351422212
LOC107382238	0.062060832	-0.413671296
LOC107382293	-0.037060107	-0.21935775
LOC107382104	-0.104616807	-0.390363295
LOC107382391	0.269678104	0.210673636
LOC107382420	3.825012311	-0.214352614
LOC107382421	1.938102937	0.153857288
LOC107382537	0.77572917	-0.531339458
LOC107382553	1.123534678	0.131399925
LOC107382555	-0.323689747	NA
LOC107382326	-1.439164969	0.805816275
LOC107382572	-0.131787376	0.278376944
LOC107382580	-0.845326715	-0.464614688
LOC107382610	-1.218742086	0.053334495
LOC107382689	2.272811619	-0.140044288
LOC107382709	2.001496316	0.166567349
LOC107382835	-1.736098345	-0.094846871
LOC107382837	2.952579544	-0.593886656
LOC107382922	-0.053244958	0.186647455
LOC107382948	-0.30284388	0.175072546
LOC107383008	0.171836414	-0.37718691
LOC107383050	-0.606377485	-0.466889906
LOC107383110	0.107799091	-0.479964779
LOC107382953	0.584195592	0.663264167
LOC107383342	0.102276949	0.186363069
LOC107383359	-3.497403412	-0.270202492
LOC107383192	2.67648826	0.477188262
LOC107383509	0.207718794	-0.425097114
LOC107383563	0.535264933	-0.34112013
LOC107383650	-3.115823077	-0.17787312
LOC107383746	-1.85470441	0.206712608
LOC107383394	1.022578958	-0.733780403
LOC107384152	0.140464228	0.162663298
LOC107384259	-0.753997168	0.381807082
LOC107384277	-0.059465662	-0.341260586
LOC107384285	1.502886113	0.479457014
LOC107384383	0.186382345	0.090673553
LOC107384440	-2.309226113	0.370393413
LOC107384574	4.00698898	0.44488363
LOC107384595	1.265584314	-0.237808978
LOC107384646	0.114971857	-0.208007534
LOC107384653	-3.850165423	NA
LOC107384731	0.35511382	-0.485499888
LOC107384778	0.274767049	-0.267425237
LOC107384898	0.147321708	-0.274015997
LOC107384926	-3.21778698	-0.482929046
LOC107384930	1.059847854	0.460220445
LOC107385190	-0.15578347	0.129232202
LOC107385269	-3.531043019	0.162965245
LOC107385308	3.688542414	0.497989029
LOC107385501	1.656483138	0.282262782
LOC107385540	-1.03768015	0.109048232
LOC107385565	0.930576815	0.177681133
LOC107385806	-1.373984098	-0.110604328
LOC107385822	-2.818883867	0.097536582
LOC107385823	-1.231859227	-0.033079809
LOC107385842	1.308944885	-0.581210254
LOC107385941	1.186671514	0.018922898
LOC107386063	-0.942063184	-0.433468601
LOC107386071	-4.380304943	0.201860639
LOC107386084	-1.434771983	NA
LOC107386137	2.074274314	0.065019797
LOC107386175	0.335398108	-0.315628676
LOC107386201	0.239638438	0.118969989
LOC107386223	0.340194196	-0.333936617
LOC107386305	-1.761490976	-0.721013565
LOC107386333	-0.393672328	-0.51513024
LOC107386413	0.177354899	0.100340283
LOC107386653	0.391058956	-0.119427475
LOC107386656	0.836931447	-0.356672533
LOC107386807	-0.780880033	-0.275433831
LOC107386836	0.514261793	0.043962756
LOC107386907	0.41216856	-0.436034457
LOC107386916	-0.737679844	NA
LOC107386928	0.055171631	0.17816583
LOC107387131	0.895020211	-0.530608152
LOC107387145	0.097866082	-0.191102276
LOC107387267	1.052191783	-0.3302202
LOC107387304	1.089454358	0.756713915
LOC107387305	2.835789903	0.661567234
LOC107387363	0.83246806	-0.595294638
LOC107387407	-0.465412449	0.079815062
LOC107387421	0.324840011	0.377297439
LOC107387699	0.4916292	0.56938541
LOC107387798	3.844410686	0.57051247
LOC107387954	-3.390554701	-0.436892208
LOC107387968	-3.40591047	-0.164057817
LOC107388016	-2.923541193	-0.387740459
LOC107388047	1.764176065	0.262488227
LOC107388053	-2.060313722	-0.393721323
LOC107388071	-0.363197571	-0.163691083
LOC107388105	-0.171332315	-0.179250841
LOC107388142	1.486255219	-0.138240819
LOC107388197	2.076573948	-0.23061832
LOC107388238	-3.514513303	-0.107400254
LOC107388254	-0.166346279	-0.159379013
LOC107388344	-0.137711983	-1.092708609
LOC107388366	1.032500186	0.174650831
LOC107388443	2.736074289	-0.399339487
LOC107388488	-1.607769573	-0.61200573
LOC107388492	0.175524552	0.288574683
LOC107388533	-0.006325621	-0.396165127
LOC107388783	0.266798082	0.445540464
LOC107388868	-0.856724932	-0.54615643
LOC107388872	0.224538376	-0.369279326
LOC107388886	0.699317856	0.493626725
LOC107388922	2.964156037	-0.158707173
LOC107388967	-0.496330893	0.349158967
LOC107388983	0.240936606	0.155305502
LOC107389053	0.773007297	-0.294720803
LOC107389088	-1.181033878	-0.763354612
LOC107389112	0.049684501	-0.332147812
LOC107389161	-0.875179	0.344780951
LOC107389169	0.888456608	-0.085609718
LOC107389230	0.274579238	0.159772635
LOC107389357	-0.248069589	-0.002198575
LOC107389603	-0.206615028	-0.051584887
LOC107389788	-4.461681127	-0.873482898
LOC107389948	0.021577968	-0.345400961
LOC107389971	1.349155708	-0.169822174
LOC107390203	0.128449626	-0.207549586
LOC107390206	-0.283924262	-0.26924265
LOC107390281	1.076460289	0.654464442
LOC107390332	1.188976936	0.204869245
LOC107390395	1.68888542	0.054037304
LOC107390443	0.954043856	0.607023753
LOC107390449	-2.100405655	-0.187115085
LOC107390451	0.609313248	-0.249902949
LOC107390515	1.713274167	-0.123332434
LOC107390551	0.107042505	-0.621354239
LOC107390604	0.275810011	-0.480116392
LOC107390607	0.507282915	0.295813261
LOC107390724	0.859028354	-0.143946098
LOC107390827	-0.543522123	0.831903771
LOC107390957	0.536088011	-0.735104997
LOC107390974	-0.152859841	-0.496402583
LOC107391182	0.070812343	0.060998896
LOC107391214	1.362329522	-0.014906516
LOC107391325	1.533706389	-0.542952984
LOC107391367	0.008030791	0.449737487
LOC107391384	0.175001977	-0.027430644
LOC107391388	-1.695847664	-0.391154981
LOC107391421	-2.785552927	-0.106155331
LOC107391470	4.348862309	2.336577384
LOC107391576	-1.057082987	-0.320167299
LOC107391609	-2.432487469	-0.32610063
LOC107391618	0.05846994	-0.460186384
LOC107391637	0.208754303	-0.025807341
LOC107391653	0.032139681	-0.265281587
LOC107391745	-1.364746935	NA
