Gene	Chip_FC	RNA_FC
ndufs1(2of2)	-1.26	4.302295161
kctd15	-0.6950000000000001	-1.644521274
fam49b(3of3)	-0.495	-3.129895021
hps3	-1.3900000000000001	-5.503898276
ctnnal1	-6.19	1.956760707
mblac2	-0.772	1.440611699
col7a1(1of2)	-1.1500000000000001	-6.237663543
cbx5	-0.385	-3.476300824
scrt2(2of3)	-0.7869230769230768	-3.778548251
ablim3(3of3)	-0.415	1.697144963
col14a1(1of2)	-0.67	-1.074048369
psip1	-0.602	-1.892258717
stard10(1of3)	-0.76	3.200453286
ndel1(1of2)	-1.12	1.695188483
shq1	-0.16	1.206262092
myl4	-0.805	-1.025705283
pcdhga10(1of15)	-0.64	-2.121053796
net1(1of2)	-1.07	-1.097112493
angptl1(2of4)	-6.17	-3.322678402
brinp1	-0.63	-1.23676903
zfp277	-1.45	1.046028029
rbm44	-2.485	2.208663857
st18	-0.8866666666666667	-2.660049802
sept3	-0.32999999999999996	-1.270426733
f2r(2of2)	-0.79	3.423461571
socs7(2of2)	-2.19	2.565280787
vwde(1of3)	-0.704	-1.482665949
mocs2	-1.51	1.725209206
vash1	-0.98	-3.541924714
atp1a1(2of2)	4.46	-1.03230088
bcan(1of2)	-0.015000000000000013	-4.114675643
socs3	-1.6150000000000002	1.369599639
ift122	-1.54	-1.23853367
bco2(1of3)	2.3850000000000002	1.143951281
LOC107375071	-1.31	-3.600108277
dnajb4	-0.625	-1.956089396
rfesd(3of3)	-0.9	2.040749918
pdpn	-2.936666666666667	-3.150018418
pdss1	-0.93	-1.5536411
pcdhgc3(2of2)	-0.5	-1.599729313
elk4(3of3)	-1.79	-2.314052627
cfap43	-1.73	2.1209369
hoxd4(1of2)	-0.37	-1.439661511
znf235(126of148)	-0.82	1.227018189
angpt2(2of2)	-1.015555555555555	-4.469354798
plbd1	-0.88	1.237231546
pcdh10(4of10)	-0.72	-1.921914732
herc4(1of3)	-1.0	1.043936669
far1(2of2)	0.23124999999999998	-1.112038907
ube2d2(2of3)	4.04	2.178199285
klhdc3	-0.7774999999999999	1.189489571
slc16a2	-0.77	-3.254151405
agtpbp1	-3.106666666666667	1.48702278
hmgb1(1of2)	-6.1	-1.445700123
nab2	-1.03	-2.391280383
ace(1of6)	-0.68	-2.929870602
serpini1	1.0966666666666665	2.305756399
ntmt1	-2.04	2.259013794
ece2(2of2)	-0.61	3.144278827
arsi(1of3)	-1.045	-2.483754951
ppm1h(1of3)	-1.36	-1.064688207
npm1(2of2)	-0.03	-1.322665858
dagla	-0.82	-1.131814514
magi1(3of3)	5.83	-1.620794619
prss12(2of2)	-0.89	-2.092819193
znf544(2of2)	-6.05	2.408849008
carkd	-1.21	2.129188434
bhlhe40(2of2)	-0.69	1.059301446
tars(2of3)	-2.76	1.042294233
decr2	-2.545	-1.158012713
phlpp2	-1.015	3.665951193
lysmd4	0.23086956521739133	1.101082996
ptprg	-0.6433333333333334	1.360647235
pcdha2(2of2)	-0.39	-2.106193485
st8sia1	-1.25	-1.307757986
cdk5r1(3of3)	-0.43000000000000005	-1.421186057
keap1(2of2)	1.7000000000000002	3.52056762
ifi44(1of2)	-6.04	-1.732130064
slc5a6(1of2)	-0.82	-1.573296003
rab11fip4(1of3)	-0.76	1.399927198
mss51(1of2)	0.8099999999999999	1.235711588
taok3(1of2)	-1.07	1.854502921
gng2	-1.495	1.741394848
adhfe1(2of2)	-0.7433333333333333	1.784877614
smarca4(1of2)	2.21	-2.334976415
syngr1(1of2)	-0.56	2.211423634
rdm1	-0.27	-6.312492326
pcdhga10(7of15)	-0.55	-2.60885708
znf235(142of148)	0.4325	2.349900515
gsk3b	-1.53	-1.957657257
scx	-3.41	-1.04027724
osbp2(1of2)	-1.585	1.654259887
ylpm1	-1.82	-1.442591493
erbb2	-1.09	1.060641993
tln2(2of2)	-0.346	-1.298024262
maneal(2of2)	-0.99	2.638064769
herpud2(1of2)	-0.66	1.41226584
exoc6b	-1.7975	1.18967992
mmp15	0.24000000000000002	-1.354493889
lsm6	-0.9866666666666667	-3.304141083
dgat1(1of3)	-0.27499999999999997	1.785615737
pde4b(1of4)	-0.295	-1.060377701
prdm10	-0.6325000000000001	1.452406669
prr5(2of2)	-0.86	1.177263843
slc27a4	-0.68	-2.545488776
fcgbp(1of3)	2.3	-5.071656568
hey1(2of2)	-1.79	-1.201815761
dcx(2of2)	-1.5966666666666667	-2.03384024
tmpo(2of2)	0.9833333333333334	-2.073788298
arhgef7(2of2)	-1.22	1.473954148
apc2	-0.86	-1.546715406
inadl(2of3)	-5.96	1.182453274
nacad	-5.96	2.710744361
igsf10(1of5)	-0.62	-1.56580972
cela2a(5of5)	-0.41695652173913045	5.304019131
mdh2	-1.91	1.108391907
enpp1	-0.76	-1.712216694
casp1	-0.62	-1.86409514
mad2l1	-2.2	-3.032154579
sptan1(13of23)	-0.5672222222222224	1.003503456
csnk1g2	-1.38	1.069961992
caln1(2of2)	-1.06	1.642878152
pdia5	-0.93	-1.664638446
trim3(1of2)	3.546666666666667	3.322069431
abcc5	-0.73625	1.463744771
serpine2	-2.19	1.220840931
vwde(3of3)	-1.26	1.568192977
plp1	-0.45333333333333337	-6.313733207
fto	-0.13642857142857143	1.129642938
pgf(1of2)	-1.2366666666666666	-1.619816892
bcar3(1of2)	-1.85	1.288922183
stard13(1of2)	-0.9075	1.043983254
pcdhb16(1of3)	-0.6	-1.755642797
mrpl46	-0.92	-1.038700521
pcdhb16(3of3)	-0.75	-2.187849962
cnpy2(3of3)	-0.9180000000000001	-1.367708469
cdca2	-1.08	-2.707855752
rundc3b	-1.23	3.620526131
c9orf172(2of2)	0.8350000000000001	1.834587422
dusp10(1of2)	-0.82	-1.322607424
kif21a(2of3)	-0.96	-1.427820639
phf1	-0.73	3.213985598
ppp1r3c(3of3)	1.7057142857142857	2.476414225
vldlr(2of2)	0.48500000000000004	1.493383223
smad9	-5.9	2.435704102
cntfr	0.34575757575757576	-2.021470929
LOC107387798	0.11777777777777773	4.90348415
galnt4	-1.9925	-1.164212425
kazn(3of4)	-0.7066666666666667	1.705834623
scamp5(2of2)	-0.72	-1.024698648
slc9a9(1of3)	-0.99	2.532149115
col6a2(2of2)	1.0466666666666666	-2.325992902
sncaip	-1.605	-1.114992779
tdrd6(1of2)	-0.45999999999999996	-1.33849523
aspa(2of2)	-1.11	-2.803397708
vat1(1of2)	-0.92	-1.567702633
jade2	-2.0700000000000003	4.891344919
nol4l(2of2)	2.525	1.280635354
tmem47(1of3)	-0.85	-1.518948966
c6orf118	-0.89	3.088473008
dlgap2(2of2)	-2.02	-1.696784717
raph1(1of2)	5.62	1.767938306
pcdhga7(7of10)	-0.77	-3.241126988
rcan3	1.9500000000000002	3.675496444
ccdc136(3of4)	3.6599999999999997	3.91242169
LOC107385565	-5.87	1.127875213
slc6a9	0.536	-1.371505082
kctd4	0.39000000000000007	2.030451732
apmap(2of2)	-1.5150000000000001	3.585221438
ttyh3(2of2)	-0.5449999999999999	-1.55598886
fam134b	2.495	3.407046994
tcf7l1(2of4)	0.2333333333333333	1.107886227
riok2	-0.9550000000000001	1.986375197
nsf(1of2)	-5.85	-2.234720872
kif26a(2of2)	-0.45	-1.770425571
tnip1(1of4)	0.5766666666666665	2.855102567
rps27(2of3)	5.6	2.180404111
reep2	-0.43363636363636365	-1.256782915
fgf10(1of2)	-0.29714285714285715	-1.247486009
ruvbl2	-1.5433333333333332	-2.582262768
smim5	5.59	1.423898006
pbx1(3of3)	1.62	-1.594225699
sema4d(1of3)	-1.1600000000000001	-1.304440238
dlat	5.59	-1.572650688
flrt3	-0.436153846153846	-1.482630129
col11a1(2of4)	-0.72	-4.51980818
ggt5(3of3)	-1.12	-1.669248615
plekhg1(2of2)	-1.732	-1.187711216
topbp1	-0.8033333333333332	-1.900487166
mef2d(3of3)	-0.27	1.435151304
bmp1(2of2)	0.02999999999999997	-5.862860204
myh9(1of2)	-0.5966666666666667	-1.52381943
fah	5.58	5.92055296
plcxd2	-0.72	1.432233183
b4galt7	-0.42099999999999993	-1.259681004
lmo2	-0.81	-2.569596628
dock9(1of2)	-0.28	-1.972491548
rps16	-0.5866666666666667	1.537299341
mn1	-0.6974999999999999	-1.062390631
fibin(1of2)	-0.32999999999999996	-1.801249385
atf6	-1.16	1.054085052
gja1(2of2)	0.20333333333333328	-2.495795391
rorb(1of3)	-0.023999999999999994	1.145238118
gnpat(1of2)	-0.92	2.245386558
unc5a(2of2)	-1.3466666666666667	-1.022548709
hunk(2of2)	-0.8	-1.901557667
slc25a22(2of4)	-0.74	-2.025701229
adamts9	0.10666666666666667	-3.198826958
wfdc17	-0.58	-1.223800307
ski(2of2)	-0.4716666666666667	-1.075343705
midn(2of2)	-0.8411111111111111	-2.492692123
fads2(1of4)	2.19	-4.286003144
lrrc8d(3of3)	2.69	-1.275320774
znf235(91of148)	-2.24	1.160182038
LOC107392955	-0.135	1.163814182
mfsd6	-0.93	-1.442694734
prkar1b	0.3041666666666667	1.337537469
cd276(1of2)	-0.376	-1.400684237
myt1(1of2)	2.46	-1.038967014
mef2a(3of3)	1.104	1.00575411
insig2(1of2)	-0.7	-1.784351194
aatk(2of2)	-0.15750000000000003	1.989333524
LOC107380288	0.07500000000000004	1.047394096
dusp22(1of2)	-5.77	1.547262622
LOC107383746	-1.31	-2.239291768
rhbdf1(2of2)	-0.30500000000000005	-2.285368392
mmd2(1of2)	-0.97	-1.559023925
top1(3of3)	-1.92	1.519637775
tctn1	-1.5550000000000004	-1.238903987
grk6(1of3)	-1.52	-1.887685372
r3hcc1	5.5	-1.002056057
eef2(2of2)	2.28	3.164694898
snx18(2of2)	-0.66	1.401608886
prss23(1of2)	-0.9566666666666667	2.073391317
tubb4b(1of5)	-2.08	1.811893895
LOC107377959	-2.41	-2.744954936
rnf11(1of3)	5.5	2.231515287
pola1	-1.5533333333333335	-3.193451893
wdr89	-0.79	1.017630364
mcm10	-0.565	-1.610933319
kif2c	-2.41	-6.579584231
sugt1(2of2)	-3.305	1.611600627
spin1(4of4)	0.3166666666666667	1.878395797
ank3(1of2)	0.08500000000000002	-1.137111164
mex3a	-0.77	-1.210188256
sik2	-0.61	-1.01283623
olfm1(2of2)	-0.82	-1.328494172
vkorc1l1(2of2)	-1.65	1.188326604
nicn1	0.20391304347826084	-2.437962176
trim62(3of3)	1.398	1.990622166
tal2	-0.87	-2.250401732
cerkl	-0.315	-1.929419952
unc45b	-1.27	-1.007451904
hectd2(1of2)	1.8	3.534480445
gpx1(2of2)	-0.44999999999999996	-4.384541904
jakmip2	-0.58	-3.180119014
cpsf2	-0.92	-2.742175807
baalc(1of2)	-0.67	3.999320023
eml3	0.14	1.758149895
ltbp1(1of2)	-0.92	-1.048224224
stap2(2of2)	-0.96	-1.852850271
prdm5(2of2)	0.51375	-1.654815226
mgat1(1of2)	-0.56	-1.808661287
tspan11	5.43	2.148752918
ier2(1of2)	1.275	1.655880748
comt	-0.628	2.481324804
ppid	-2.18	-3.992828887
atp8a2	-0.77	-1.013163804
bnc1	-0.5099999999999999	-1.93186345
slx4ip	-2.66	-2.31193614
cklf	-1.125	2.687862927
glul(1of3)	-1.85	1.454188243
adam19	-0.67	-2.310552681
notch1(2of3)	-0.6100000000000001	-1.38919389
bdh2(1of2)	-0.31333333333333335	2.01701306
dazap1	-1.87	-2.05979188
LOC107385308	2.3649999999999998	4.071076022
LOC107388488	-0.595	-1.396380644
sparc(1of2)	-1.5799999999999998	-1.517253323
tax1bp1(2of4)	-4.7	1.829504362
klhdc4	-1.2533333333333332	-1.783186373
col4a2	-1.0999999999999999	-1.629605678
smarca5	-0.48666666666666664	-3.496362628
rbbp6(2of2)	-0.66	-1.306801459
daw1	0.9199999999999999	1.14628641
ahcyl2(1of4)	-0.79	-2.321201648
sgk1(1of3)	3.035	1.402729563
pcdhga10(12of15)	-0.55	-4.052054208
ppp1r16a	2.625	1.222160141
slc6a13(4of6)	-0.3999999999999999	-1.126433037
fgfbp2	-1.295	-3.302500057
rnf19a(4of5)	1.085	3.581853539
trim39(1of27)	3.8266666666666667	4.671541893
slc26a6(1of2)	1.5450000000000002	-3.789084745
anxa3	-1.81	2.188456713
cplx1(1of2)	-0.71	-2.719574673
gpr137b(2of3)	1.61	2.378285659
gpr17(3of3)	4.1	-2.487224422
tspan9(3of3)	5.34	1.078236006
ncoa2(2of2)	-1.7674999999999998	-1.056686085
fam222a(1of2)	-1.128	-2.187573648
LOC107395854	5.33	-1.328749333
kbtbd8	-0.21	-1.256495198
emilin3(2of2)	-0.7625000000000001	-2.344257685
nlrc3(20of24)	-0.91	2.208327643
elovl1(1of2)	-1.0	-1.19801678
nacc2(2of2)	-0.8219999999999998	-1.202983851
rrs1	1.665	-1.215621304
dclk2(1of2)	-0.53	-6.226430601
gnal(1of2)	-1.64	1.193126204
cbx7(2of2)	-0.92	4.341226169
pcdhga8(1of2)	-0.5	-1.285247037
irf2bp2(1of3)	-3.08	1.178515224
rgma(2of2)	-0.9199999999999999	-1.454939877
dpys	-0.87	-2.773136274
mgat5(1of2)	-5.54	1.495917572
pcdhga2(1of3)	-0.71	-2.158977726
soga1(1of2)	-0.03666666666666666	-1.38931874
itga9	-0.63	1.43868814
tob1(1of2)	3.9299999999999997	1.840623689
pcdhga10(5of15)	0.18999999999999995	-2.533518425
tspan7(4of4)	4.06	-2.85274728
tdp1	0.32	1.731479149
chst5(2of5)	-0.97	3.826777839
fzd2(2of2)	-1.335	-1.709688881
arrdc3(8of8)	3.29	1.639523181
ces2(1of2)	-0.67	-2.485861359
lct(1of2)	-0.22399999999999992	2.060387252
brf1(2of2)	2.795	1.070841548
rnf182(1of5)	-0.87	1.293662852
pphln1(1of3)	-1.04	2.754317859
atp1b2(1of2)	-0.51	3.234006882
cox6b1(2of3)	-1.03	1.666549832
ung	-1.06	-2.106423919
camsap1(2of2)	1.9549999999999998	1.114197412
ccdc136(2of4)	3.34	3.248970293
cyb5r3	-2.59	1.855474082
lpcat2	-0.97	-1.42960894
rab27b(2of2)	-1.62	-1.448189231
fam89a	-2.51	-1.075100659
smim19	-0.92	-1.682830804
LOC107381879	-0.51	1.533323673
cdkn1b(2of3)	-1.06	1.823790316
smad3(1of2)	-0.84	1.072059781
cpm	0.484	-2.292542238
LOC107379082	-0.88	1.129065858
asip	-1.1366666666666667	-2.887997103
col28a1(1of5)	4.27	-3.342759917
plekha2	-1.08	2.194771832
tgfbr2(1of3)	-1.05	2.726024138
pkm(1of2)	-0.64	1.818376211
hid1	2.365	1.46616122
mylpf(2of4)	-1.13	1.621441107
smurf2(2of2)	-4.09	1.613409142
pcdha8(6of6)	-0.58	-2.339510213
xirp2(3of3)	1.1933333333333334	-1.886982406
mms22l	-0.265	-3.150271184
emilin3(1of2)	1.61	-3.68682122
ppp1r14b(2of3)	-0.37333333333333335	-2.709661853
tmem187	-0.6066666666666666	1.118096373
pkp3(1of2)	0.10666666666666665	1.276834352
rpl4	2.23	1.937762976
fgl1(3of3)	-1.33	3.903562532
hmgn1(2of2)	2.07	-2.697582064
gak	-0.825	-1.571412652
calcoco1(1of2)	1.102	2.601542769
specc1(2of2)	-0.7266666666666666	2.574440007
nudt17	5.19	1.006927845
uhrf1	5.2	-5.607272229
LOC107390449	-0.4675	-2.362012547
ckap5	-0.358	-1.269722636
sp4	1.6766666666666667	1.094745283
slc25a5(1of5)	-1.23	2.945226826
ppp5c	-1.96	-1.651816359
tubg1	2.95	-2.043618812
yipf5	1.71	1.759902875
selm(2of2)	-0.6533333333333332	-3.673476629
coro2a(1of2)	-0.77	1.035688443
rnf144a	-0.06846153846153848	1.684312297
c18orf21	-1.0050000000000001	2.274258143
epor	-0.91	5.525971245
prtg(2of2)	2.0250000000000004	-5.85650738
rgs5(1of3)	-0.535	-1.912827414
accs	-0.58	-1.329172244
tcf19	5.16	-6.81295309
tdrd7(1of2)	-0.35000000000000003	-5.644934073
fkbp3	-1.35	-1.155992845
mppe1	-0.89	1.353015821
specc1(1of2)	0.5566666666666668	-2.138078072
emilin2(1of2)	-0.58	1.929861648
tm4sf1	-1.155	1.542596862
LOC107376465	-0.58	1.228246938
rin1	-1.5	1.860406078
tmem242	-2.08	1.335491591
plxdc2(2of2)	-0.405	-1.218209125
fat2(2of2)	-1.55	-1.063689767
nin	-1.41	-2.032818293
btg4(1of2)	0.18333333333333335	1.636162025
slc14a2(3of3)	-1.51	3.012596109
hsd17b6(1of2)	-0.4566666666666667	1.049583767
slc35f6	5.13	1.245402585
tmem179(2of2)	-0.595	2.909912543
drosha	-1.53	1.251950384
atp8a1	-0.79	-1.240750595
reln	-0.9960000000000001	-1.120707425
gcdh	2.78	2.433132273
ctxn2(2of2)	1.25	1.847856747
ppp4r2(2of2)	-1.5	-1.325041591
agmat	-1.29	-2.440236943
tars(1of3)	-1.1557142857142857	-2.151222686
gatad2b	0.22	-1.786520462
adgre5	1.99	-1.353285629
dusp16(1of2)	1.2933333333333332	2.250526976
adcy3(1of3)	0.9166666666666666	-1.427021799
parp12(2of3)	-0.6866666666666665	2.958264893
cenpi	-0.5	-2.454243516
prickle1(1of2)	-0.40499999999999997	-1.570746474
tnnt1	5.08	2.783346291
usp13	2.33	2.335514464
vps37a	-5.33	1.050892918
ephx2	-0.4825	1.096106586
naa20	0.23500000000000004	2.46798243
adcy2(4of4)	-0.88	3.332601198
dnmt3a(1of2)	-0.09375000000000004	-1.603213132
fam219a(1of2)	0.185	3.102465498
dnai2	-2.06	-2.561113523
rnf150(1of2)	-0.71	3.215852218
sspn	-0.49999999999999994	2.409894446
rev3l(1of2)	-0.55	1.087943438
spata20	0.85	2.038415363
ctsz(2of3)	-0.59	-1.134904649
tcp1	-1.76	3.48879195
cry2(1of2)	0.010000000000000009	1.936932231
mxi1(2of2)	0.7	-1.511867807
r3hdm4	2.11	1.327045383
arntl(1of3)	-1.05	1.620365141
nexn	-0.88	-1.204687433
st6gal2(2of2)	-0.61	-1.800539691
rgs22	0.10545454545454545	1.098041153
pik3r6	-0.9400000000000001	1.336194263
pxdn	-0.6025	-2.190621171
cdh1	-1.21	-1.391277908
klf3	-0.3075	1.143389674
zan(4of7)	4.13	-1.05970077
cxcl14	-0.815	-1.024236834
agfg1(1of3)	-0.76	2.833486838
tom1(1of2)	-1.33	1.903211269
chchd7	-0.7	1.205135656
cmpk2	0.29769230769230764	1.031050518
qk(2of2)	0.5825	1.210935167
usp6nl(3of3)	-1.6	2.101854119
prmt6	-0.28	-1.061555742
plpp1(2of2)	-0.72	1.00375533
sypl1	-0.87	-2.311774812
fndc1	-0.75	-3.00354227
gimap9(2of10)	1.98	-1.109009131
adamts3	-0.4466666666666667	-1.012774451
plcd1(1of2)	-0.98	-1.63960631
pus7l	-0.7000000000000001	2.258679007
itga6(1of3)	-1.09	-1.669459596
acer3	-0.64	2.387499465
plcxd1(5of5)	0.07	-2.043472454
cspp1(2of2)	-0.9	1.112793456
mtmr3	-0.5349999999999999	2.080711703
notch1(1of3)	-0.02200000000000004	-1.208689138
hapln3	-0.20750000000000002	-1.069349701
flvcr2(1of2)	-0.91	-1.728854871
sycp3	-1.63	2.272133234
e2f2	-1.25	-4.278111527
mast2(1of3)	0.12000000000000001	-1.853654123
aif1l(2of2)	-0.6799999999999999	-2.92146053
rdh12(5of7)	-0.93	-4.076860112
igdcc3(1of3)	0.34500000000000003	-7.291634256
ermp1	-1.71	-4.06345304
gpsm1(3of3)	-4.7	-2.313704045
mrps28	2.81	-1.252218465
aebp2(2of2)	-1.19	-2.592534087
kdm4a(3of3)	4.95	1.626199778
LOC107395202	-0.61	-4.124092818
col6a6(2of2)	2.08	-4.949871739
thbs1(1of2)	-0.9933333333333333	-6.338631985
fhod1	1.065	-1.361011742
myof(2of2)	-1.57	2.544110228
lfng(2of2)	-0.815	-1.997114958
foxi1(2of3)	-0.6	-1.525019228
