Gene	Chip_FC	RNA_FC
hsp30(3of5)	7.42	4.58703376
cdh24(2of2)	-2.28	-3.910639076
mrpl53	-0.51	-3.644363591
nfkbia(1of2)	0.69	1.229628283
wipf1	0.9	1.869192176
prrt3(1of2)	0.735	1.087776911
epha4(3of3)	-1.5	-1.651775921
ednra(1of2)	-1.59	-1.942722811
cenpu	-1.01	-1.893599527
lsm6	-0.67	-3.304141083
rangap1(1of2)	-0.73	-2.595701329
rps7	-0.7	1.220103966
fam155a(2of2)	-1.08	-1.882360098
srsf4(2of2)	-0.63	-2.173140294
hmx2(3of3)	-3.28	-1.882498877
hdac2(2of2)	-0.72	-2.625416065
tcf20(3of3)	0.82	1.996510729
r3hdm4	-0.64	1.327045383
plch2(4of4)	-2.1533333333333338	-1.526895796
gpc6(2of4)	-0.61	-1.582112396
entpd5(1of2)	-1.21	-3.680771881
anxa4	-1.41	-3.133230921
fam98a	1.0333333333333334	-1.401045581
lgals8	0.73	2.489205056
mapkbp1(1of3)	-0.92	-1.686393164
hadha	-0.66	-2.690627518
kif18a	-0.88	-3.541975565
slc39a9(2of2)	1.12	3.49499633
znf624(2of2)	1.3266666666666667	-1.133524504
zfp638(2of7)	0.69	1.428509505
cc2d2a	-0.75	-1.902335378
kdm4a(3of3)	3.135	1.626199778
cluh(1of2)	-0.63	-1.767365239
cept1	-0.71	-2.038732477
tecpr2(1of4)	0.79	1.636694309
gdpgp1	-1.09	-1.313390349
cd81(1of2)	-1.68	-1.959817662
pigg	-0.82	-1.798514372
dhx57	-0.93	-1.391947393
evl(1of4)	-1.525	1.233546686
zbtb16(2of3)	-0.67	-1.211114604
ppp1r3c(1of3)	3.8	3.716938044
smug1	-0.82	-1.988552404
gaa(1of2)	0.69	2.541302503
fzd10	-0.74	-1.611165358
hist1h4c(10of12)	-1.76	-5.827740954
slc46a3	1.01	3.071265338
znf420(3of4)	0.6699999999999999	1.323513239
cd302	0.77	1.715512846
desi2(1of2)	-0.77	-1.013967148
mrpl2	-0.79	1.39537265
mthfsd	0.89	1.170400286
tmem86a(2of2)	0.9	1.087454453
snx1(1of2)	-0.75	-1.482009589
acy1	-0.78	-2.316025194
klhdc1(2of2)	1.08	1.254823805
sec23a(1of2)	0.30499999999999994	1.037458995
athl1	2.73	2.096924386
hgf(2of2)	-1.98	-1.169542859
vmo1	2.55	6.252844506
acot13	-0.94	1.167192753
eif3e(2of2)	-0.79	-2.468993829
dlx3(1of2)	0.94	1.142463496
ddah2	0.96	1.237898583
dnajb9(2of2)	0.79	2.344062772
dhfr(2of3)	1.69	2.500534751
slc25a22(2of4)	-1.74	-2.025701229
gga3	-0.81	-1.233982043
cadm3	-1.39	-1.066778485
sec23ip	-0.84	-1.121094236
eif3h	-0.7	1.981579853
sfxn1(2of2)	-1.0	-1.491948866
psma5	-0.71	-2.506900109
rab9a(1of2)	-0.485	-1.267751593
tmem120a	-0.86	-1.238575678
tmem147	-0.72	-2.44863643
tomm40	-0.69	-1.953948432
rora(3of3)	7.27	2.702588886
klf12	-2.07	1.187602975
rcbtb1(1of2)	0.87	1.075309593
mier2	-1.87	-3.188156581
LOC107392522	-0.61	2.100220873
dimt1	-0.63	1.155130353
stk35(1of2)	-0.68	-3.918975728
car5b	0.75	1.745512668
h3f3a(3of6)	0.63	-1.548780302
sgf29	2.53	1.269919612
setd6	-1.36	-2.186591325
sall1(2of3)	-0.9733333333333333	-2.181693293
ylpm1	1.0350000000000001	-1.442591493
arf3(2of2)	-0.91	-1.54988438
dvl3(1of2)	0.605	2.833964781
hnrnpl(1of2)	-0.62	-2.594595252
ofd1	0.74	1.263178077
klhl11(1of2)	0.7	1.460773137
xkr5(1of2)	-1.8	-2.596087554
bhmt(2of2)	7.23	5.410652461
phospho1(1of2)	-2.35	1.038650265
calr(1of2)	-0.63	-2.851751375
klhdc10(2of2)	-0.73	-1.948560891
neurod4(1of2)	-4.88	-4.323079425
ankrd16	0.69	2.613552001
hs3st3b1(3of4)	-1.67	-1.720218622
ndufb6	-0.8	-2.487982666
prkag2(2of3)	0.16000000000000003	1.356058732
dohh	-0.72	-1.233859065
nacc2(2of2)	-1.52	-1.202983851
pgpep1	-2.57	-4.210357757
anapc2	-0.62	-2.871283031
prkrir(1of5)	-0.73	-1.839341515
tpst1(2of2)	0.66	1.153437818
hip1r(1of2)	0.83	1.333132693
gpc6(1of4)	-7.1	-4.647297031
ell	0.69	2.001892083
cpxm1(1of2)	-1.25	-1.924374108
ctdnep1	-0.76	-1.04022458
slc27a2(3of3)	0.87	1.217166404
npdc1	0.99	1.304121739
mmd	-0.82	-3.226469853
ncln(2of2)	-0.72	-1.427887054
tango6	-0.78	1.656580802
slc17a5(1of2)	-2.0	-2.478689307
jakmip2	-1.67	-3.180119014
hmgn1(1of2)	-0.74	-2.378756064
jmy(1of2)	0.13499999999999998	1.149639829
tmem88(2of2)	-1.87	-1.325506217
snx9(1of2)	1.1	2.296058091
lhx2	-1.68	-1.568212215
mylip	0.66	2.346421057
znf582	-1.045	3.206112937
lyg2(1of2)	0.48666666666666664	1.329824659
march5(1of2)	0.68	1.513961403
gsx1	-3.15	-5.529216556
il17ra	2.33	3.365651428
slc3a1	-4.45	-4.016040441
lrrn1(3of3)	-1.93	-1.121980151
fam134b	2.8	3.407046994
caprin1(2of2)	-0.6	-1.094374975
tmem161a	-4.555999999999999	-1.749063208
rnaseh2a(1of2)	-0.69	-1.053836074
ipo4	-0.88	-1.745697443
sp1	-0.63	1.324805193
pex11a	0.76	2.079191767
gba	1.19	2.466218448
tecpr1(1of2)	-0.71	-2.813650256
chchd4(1of2)	-0.62	-1.54566322
ing5	1.41	2.952751176
khsrp(2of2)	-0.64	-1.9785956
thbs1(1of2)	-7.01	-6.338631985
mxra7	0.73	1.643740082
smarcc2	-0.78	-2.45738328
psma3	-0.965	-1.153225401
bmp5	-3.115	-1.195623039
birc5(2of2)	-0.74	-4.142545772
dll1(2of5)	-0.515	-1.793532578
susd6(2of3)	0.66	2.23322155
timm22	-0.85	-1.14355838
spg21	0.67	2.605669868
ethe1(1of2)	0.62	1.296286395
trim16(11of15)	5.285	2.464535853
gng13(1of2)	-3.18	-2.37389107
leo1	-0.69	-1.502921384
rexo2	-0.9	-2.0741032
rhoa(4of5)	-0.94	-1.420409917
nfix(1of3)	0.7	-2.236812781
hist1h4c(6of12)	-1.45	-5.159257027
cdca7l	-0.69	-2.512455831
pi4k2b	0.68	1.073412362
camk2d(2of3)	-1.88	-2.418172422
zfp638(4of7)	0.71	2.277140101
psmd2	-0.63	-2.708795009
pgbd5(2of4)	1.23	1.196284451
picalm(2of3)	-0.95	-3.091317233
aurkb	-0.985	-3.154001047
slc6a13(4of6)	-1.12	-1.126433037
cox6b1(2of3)	0.21500000000000002	1.666549832
spns2	-1.09	-1.078749277
cd248(2of2)	-5.44	-1.932045392
rpl13	-0.65	1.892675296
col12a1(1of2)	-1.74	-1.019082843
parg(2of3)	0.65	2.310145791
scamp4	-0.76	-2.315089073
rnf165(2of2)	-0.68	-1.08824465
nob1	1.4	1.05968817
ar(1of2)	-1.38	-1.366366438
pcdh7(1of2)	0.21499999999999997	-1.298393414
cdkn1b(2of3)	1.67	1.823790316
e2f5	-1.44	-2.786914254
serbp1(2of2)	-0.62	-1.23738753
nucb2(2of2)	2.25	-2.257024479
LOC107394637	-0.51	-1.298294872
hinfp(2of2)	0.85	2.119659762
c3orf18(3of3)	0.74	3.96927187
lrrc31	3.0900000000000003	1.164341883
meis1	-0.22599999999999998	-1.015311267
psip1	-0.83	-1.892258717
adcy3(1of3)	-1.39	-1.427021799
rpl35	-0.6	1.340751744
net1(1of2)	-0.85	-1.097112493
fam222a(1of2)	-1.08	-2.187573648
kif3c(2of2)	-1.17	-1.090342934
tdh(3of3)	1.2	1.579336094
wac(1of3)	0.305	1.749155823
elavl3	-0.91	-2.437408293
trnau1ap(1of2)	-0.58	-1.112351264
prmt1	-0.64	-1.676784149
ahcyl2(1of4)	-2.41	-2.321201648
depdc1	-0.69	-3.770222045
slc6a9	-2.77	-1.371505082
LOC107383192	-0.67	3.039867255
plekha2	1.27	2.194771832
rps8	-0.64	1.381335755
nfasc(1of2)	-3.19	-2.159480516
ccdc189	-2.64	-4.439846046
rgs7bp(1of2)	-2.49	-2.730244041
cdpf1	-0.74	-1.703068247
mad2l1	0.006666666666666658	-3.032154579
pbrm1(2of2)	-1.6	-1.662702297
lonrf1(1of2)	0.71	3.540264184
dcn	-1.85	-1.050955667
dagla	-0.76	-1.131814514
vdr(2of2)	2.44	2.503420063
mapk8(2of2)	-1.0350000000000001	-2.543554983
thoc7	-0.75	-1.406942051
gimap7(3of11)	2.13	5.848955305
atpif1(2of2)	-0.91	-2.132685799
rassf9	1.37	1.27471801
lpar4(2of2)	-1.38	-1.278240796
s100a13(1of3)	-1.45	-1.977728985
nufip2(1of2)	-0.71	-1.323578303
mafa	1.65	1.321973978
usp14	-0.66	-1.404565347
baiap2(1of3)	-1.47	-1.675434065
ltbp2(1of2)	-1.7	-1.690794431
LOC107378459	6.1	1.235093292
tmem79(2of3)	1.77	3.311761098
acsl6(1of2)	-1.63	-3.156429673
emid1	-0.97	-1.437889272
ints5	-1.07	-2.607913842
thap2(2of2)	0.82	1.601970214
usp49	-0.61	-1.29183122
ccdc102a(1of2)	-0.63	-1.007296405
kif20a(2of3)	-0.79	-3.236021232
sucla2	-2.54	-1.960370672
nisch	0.68	2.622774678
wbp2(1of2)	0.68	1.739191003
rab39b	-0.36	1.477650962
pemt	1.17	1.648542126
hey1(1of2)	-1.25	-1.978018668
arsi(1of3)	-0.9349999999999999	-2.483754951
tnc(1of5)	-6.84	-3.435971464
cyp26c1	-1.86	-3.100006067
acat2	-1.73	-1.676064199
sun2	-1.44	-1.007839207
c2orf72	-1.13	-1.761524718
ube2q2(1of2)	-0.63	1.409490491
calm3(3of4)	0.55	-2.281312681
fzr1(1of2)	0.77	2.597007718
zfp536(1of3)	0.73	1.089600624
pdk2(1of2)	-0.97	-1.381504292
nova1(2of2)	-1.045	-1.175499491
lmnb2	-0.64	-2.679493267
sec24b	0.07500000000000001	1.354643947
lmbrd1	0.71	1.858574125
sec61a1(1of2)	-0.74	-2.244211266
shmt1	-2.61	-2.87245189
itih5	-1.41	-1.266098512
cirbp	-0.6	-1.04435231
atrx(2of2)	-0.57	-1.890345271
car2	-1.76	-1.485182379
prkaa2	0.77	2.554707921
sprtn	-0.64	-1.113955552
lrrc28	0.62	1.826106498
sp8(1of2)	-0.86	-1.115834408
klc1(3of3)	1.15	1.307275279
hlf(1of5)	0.545	4.067340755
gps2	-0.57	1.511029055
rad9a	-0.71	-1.39176296
mid1ip1(4of4)	-0.79	-1.403404521
pip5kl1	4.67	4.391564384
zmpste24	-0.69	-1.755540657
evi5l	-1.67	-2.505631272
tmc6	-1.12	-1.054348894
aplnr(3of3)	-2.96	-2.78986666
rtkn(1of2)	0.8233333333333333	1.107752695
nr2e1	-2.13	-2.484069693
bc024978	-2.81	-1.541169114
amd1	-0.57	-2.360117548
rasgef1b(1of2)	0.95	2.624491519
nrcam(2of2)	-1.72	-1.036339877
per2(2of2)	2.31	1.800018134
kif22	-0.7	-1.427393014
tfrc(1of3)	-0.7150000000000001	-2.855406523
myo5c(2of2)	2.08	1.800810734
fam63a	0.66	3.277133312
hyou1	-0.73	-1.22652792
scrn2	-2.88	-4.57435114
snrpb2	-0.43	-2.273202277
zfp513(2of2)	-1.0	-1.309986793
tsc1(2of2)	0.89	2.55160622
rnf181	-1.14	-1.306747924
tm4sf1	1.01	1.542596862
tra2b(1of2)	-0.54	-2.204433684
mtss1(3of3)	1.87	1.402779513
tnip1(1of4)	4.91	2.855102567
LOC107388053	-1.0	-1.819645544
rassf2(3of3)	-1.66	-1.504954585
LOC107373419	0.67	1.322419213
tcf20(2of3)	-0.79	-1.922530046
ybey	-0.78	1.073947359
limk1(2of2)	-0.2733333333333333	1.129225203
galnt18(4of6)	1.21	1.476207993
srp72	-0.65	-1.029595788
pxdn	-1.4449999999999998	-2.190621171
ptgis(2of2)	6.85	2.268403299
qdpr	0.67	2.434801748
copb1	-0.64	-1.283491307
bdh1(1of2)	0.7	1.292827686
tmem258	-0.62	-1.250012485
c5orf22	-0.97	-1.523285477
rbck1(2of2)	0.68	1.255535623
ppp1r14b(2of3)	0.3849999999999999	-2.709661853
dhx30	-0.78	-1.115719612
mynn	-0.78	-1.650772618
ssrp1	-0.71	-1.477777496
vta1	-0.59	-1.591449196
soga1(1of2)	-0.63	-1.38931874
nrn1(1of2)	-1.87	-1.843257068
bcl11b(1of4)	-2.18	-3.345033444
ppat	0.76	1.068837341
sema4f	-1.04	-1.736871748
mtmr3	0.58	2.080711703
mdk	-6.71	-3.254539865
rap2c	-0.63	-1.665254563
efcab7	-0.72	-1.290373939
plxna4	-1.68	-2.913385458
cxorf57(1of2)	0.72	1.409192131
parp1	-0.6	-2.334865911
ttc39c(2of2)	-3.2249999999999996	-1.768084371
npnt(1of2)	-2.77	-1.209785774
mcts1	4.68	-2.028404408
gpx7	-2.44	-1.859776171
cit(3of5)	-1.6900000000000002	-2.053141672
fabp7(2of2)	-1.17	-1.540756744
fam20c(1of6)	0.97	1.07789099
jag1(1of2)	-2.34	-2.513851887
pyroxd2	-6.67	-3.337449476
scn3b(2of2)	1.11	3.943862492
cmbl	3.76	3.332416039
tefm	-0.75	-1.115238478
rps15a	0.885	1.759360142
atp5j(2of2)	-0.55	-1.116855901
msh2	-0.79	-2.174263568
mrpl11	-0.57	-1.006063934
pcdh7(2of2)	-1.71	-1.447762909
cdc25a	-0.59	-2.321400227
fam168a	-0.62	-1.163531381
atp5l	-0.07333333333333332	-1.336603882
pitpnb(2of2)	-0.68	-1.726337852
oaz1(2of2)	-1.4849999999999999	-1.776107454
slc5a6(1of2)	-1.27	-1.573296003
twist2(3of5)	-6.2	-7.060165811
setd7	0.79	1.759710355
itfg2	0.76	2.205489525
gabra5(2of2)	-2.495	-2.430172719
neu3(4of4)	-1.03	-1.922875202
ggcx	0.79	1.261276088
srsf2	-0.55	-2.189824851
timm8a	-0.61	-1.203392047
herpud2(2of2)	-0.69	1.855803281
hdac3	2.715	-2.220879355
fzd2(2of2)	-0.62	-1.709688881
dcun1d5	-0.63	-1.470718837
hcfc1	-0.61	-2.233659924
dnaja2(1of2)	-0.6	-1.138872228
wdr89	3.4650000000000003	1.017630364
camkmt	0.82	-1.018878603
lmo1(2of2)	-1.12	-1.045690573
asph(2of2)	-0.9	1.233341772
ano5(1of2)	-1.24	-2.336113571
znf146(1of7)	-1.19	-1.099498501
ube2n(2of2)	-0.63	-2.120412896
lipe(2of2)	0.74	1.238417272
ell2(1of2)	-0.78	-1.793974881
zfp692	0.57	1.091944158
psmc1	-0.58	-2.064531113
acaa1	0.87	1.620787278
cdh15	-5.73	-1.4807098
sardh	1.09	2.552231761
mapk12(2of3)	-1.47	-2.256391871
tgfbi	-1.4	-1.055161382
fmnl2(3of4)	-1.69	-2.65018463
ssr4	0.24500000000000005	-1.932323753
per3	0.72	1.422083991
utp20	-0.9	-1.193000552
cd82(1of3)	0.68	1.681097896
kcnk1(2of2)	1.68	1.251020825
msn(1of2)	-0.53	-1.525219301
ngfr(2of2)	-1.41	-1.435818535
ubl4a	-0.7	-1.163589123
thbs4(1of3)	-4.24	-3.587821901
mtch1	0.69	3.164530874
uri1	0.57	2.040660731
ggt5(1of3)	-1.92	-1.083496008
nt5c2(1of3)	1.435	1.289205869
znf569(12of12)	1.0	2.171150295
LOC107386653	-2.52	1.176408867
xiap	0.58	2.115383404
sntg2	-0.5433333333333333	1.287915199
ccdc77	-0.99	-1.740988781
exosc3	-0.79	-2.030305535
ccdc85b	-0.71	-1.034726817
phf19	-2.4	-3.857293537
tap2(2of2)	-1.68	-2.618160931
selm(2of2)	-6.54	-3.673476629
slco3a1(1of3)	-0.81	-1.05237213
ebf1(2of2)	-2.57	-1.491439109
sesn3	-0.57	1.787389967
znf597	-0.55	-1.058086206
sar1b(2of3)	-0.63	-1.428445379
ak4	0.72	1.921968396
fadd(1of2)	-3.06	-2.901164811
cdh6	-1.56	-1.551882088
cox5b(1of3)	-0.63	-1.611291147
haus5	-0.72	-3.232656609
emilin3(2of2)	-5.66	-2.344257685
sox11(1of2)	-0.56	-2.060552312
dmtn(2of2)	1.48	2.918322671
robo2(3of4)	-2.08	-1.598382847
LOC107373107	0.98	2.995875078
pou3f4(2of3)	1.48	1.663015432
fuz	-0.64	-1.357492585
atp5b	-0.53	-2.154618218
mroh1	0.75	1.301288558
map7d2(1of3)	-0.55	-1.177339342
anp32e(1of2)	0.56	1.672363834
mphosph6	-0.62	-1.48446506
mri1	-0.7	-1.355877692
tmem192(2of2)	-6.49	1.533271804
arpc5	-0.7	-1.436202791
kctd7	0.6	1.529932849
banf1	-0.57	-2.498290483
atp1b2(1of2)	2.0149999999999997	3.234006882
hey1(2of2)	-2.52	-1.201815761
fez1	-3.53	-2.044806157
dna2	-0.75	-2.856471012
hebp2(3of4)	0.67	2.597737295
ankrd12	0.54	1.604726684
ap2a2(1of2)	0.58	1.295398208
spag7	-0.84	-1.084395045
pgap3	1.31	2.186697595
ergic2(2of2)	2.25	2.741588061
adamts3	-0.86	-1.012774451
nenf	1.93	1.702081678
agxt(2of2)	6.58	2.645397169
cacna1a(3of3)	-3.08	-2.632525451
cry1(1of5)	0.68	3.518001057
cfap45	-2.53	-1.237274897
rps3	-0.54	2.191840438
c1qtnf1(1of2)	-6.49	-1.777012279
zfp560(1of8)	0.6699999999999999	1.429466314
azin1(1of2)	-0.61	-1.418130926
mrc2(11of12)	-2.48	-1.502912718
brsk1(3of3)	0.82	1.061805954
dll1(5of5)	-2.315	-1.754968431
pde8a	-1.71	-1.302056113
acsf3	-1.05	-1.13814281
chac2	0.57	1.049916837
LOC107382835	-0.69	-1.965541324
tmem161b	-0.67	-1.295279689
sipa1l1(1of3)	-1.31	-1.25237866
abhd13	-0.67	-2.474357698
hist1h1b(1of6)	-0.825	-2.710043841
efnb1	-0.57	-1.352889242
bnc1	-1.58	-1.93186345
rft1	0.69	1.022818653
piezo1	0.7	1.096317827
zfyve1(2of4)	0.68	2.272722201
pds5a	-0.58	-1.096801993
pdia3(2of2)	-3.29	-2.843781037
es1(1of3)	6.54	-1.909891102
tbc1d12	0.5349999999999999	-1.267237411
mex3d(1of2)	-0.63	-1.047641567
plxnb3	-0.83	-1.269923435
dync1i2(2of2)	-0.52	-1.080999727
c18orf21	0.67	2.274258143
eif3g	-0.62	1.072950794
coq5	-0.31499999999999995	-1.465984763
zfp422	1.055	1.458102348
ublcp1	-0.7200000000000001	-1.69554991
hepacam(2of2)	-6.4	-1.311238211
erlin1	-0.61	-1.009001048
sp5(2of2)	-1.62	-1.131107799
pvrl3(3of3)	0.81	1.537318348
sacs(1of3)	-0.74	-1.423130465
rnf19b(3of3)	-1.29	1.304152877
ppp1r35	-0.19999999999999998	-2.290218969
prom1(2of4)	3.14	1.492444755
bhlhe40(2of2)	-0.77	1.059301446
pola1	-0.7	-3.193451893
pou3f4(1of3)	-0.76	-2.714265163
foxd1(3of3)	-0.92	-1.862645689
cdh20	-3.8200000000000003	-1.764778578
prdm9	-0.09750000000000002	1.062011442
pabpn1(2of2)	-0.52	-1.228327174
habp4	-2.72	-1.36444331
arf6(1of3)	-0.91	-2.04805201
ndufaf8	-0.8	-1.53612755
prkdc	-0.59	-1.330871439
psmd14	-0.57	-1.970082864
rnf38(1of3)	-0.62	1.184204245
ppp1ca	0.695	-1.055242377
nmt1(2of2)	-0.74	-2.05014976
rab27b(2of2)	-1.04	-1.448189231
podxl	-1.85	-1.165596475
dctpp1	-1.03	-5.49111672
igdcc3(1of3)	-6.5	-7.291634256
kat2a	-0.64	-1.006710205
bud31	-0.58	-1.391624525
mars	-0.66	-2.500686624
col6a2(2of2)	-2.12	-2.325992902
srpk2	-3.39	-1.108468709
polr2l	-0.56	-1.071934068
nav2	-4.96	-1.588556062
pcyox1l	-0.65	-1.696471842
tti2	2.855	1.445390784
zfhx4	-0.10000000000000003	-1.815048986
cpz(2of2)	-4.27	-1.993382668
gramd1b(2of3)	2.54	1.323979785
atxn2	-0.55	-1.608022628
creld1	0.65	1.895559139
prkca(3of3)	-1.02	-1.062205338
col9a3(2of2)	-1.61	-5.809603526
kif1bp	-0.63	-1.601637909
heatr6	-0.87	-1.147608992
mat2b	0.6	1.576898217
ube2t	-0.8	-1.60802336
uggt1(1of2)	-0.63	-1.214243296
rfx1(1of2)	0.62	2.200151082
eef1d(1of2)	-0.55	3.743102064
vegfc(1of2)	-6.31	-2.019677711
mysm1	-1.6500000000000001	1.827910293
abtb1	0.6	2.024820167
rab3d(1of2)	0.82	1.3404083
snf8	-0.81	-1.439881736
rpl21	-0.56	2.049255191
twistnb(1of2)	0.56	1.922142711
eif2b5	-0.64	1.289126783
yars	-2.44	-1.263555658
LOC107376301	0.07500000000000001	-1.109051867
s1pr3(1of2)	-6.3	-2.807303049
ski(2of2)	-0.9600000000000001	-1.075343705
fsd1l	0.97	1.431651624
rbm12b(3of3)	-0.915	-2.147536313
tax1bp1(2of4)	0.53	1.829504362
trim55(2of2)	0.04999999999999999	3.134895962
st3gal5(2of2)	4.04	2.02865416
cacng1(2of2)	-4.38	-1.036378069
per2(1of2)	0.9066666666666667	1.280432385
tob2	0.9	1.131530652
mlec	-0.57	-3.151491353
osgin2(2of2)	1.21	-2.039984601
calu(2of2)	-0.73	-1.576092108
srcap	-0.55	-1.137961384
ankzf1	-0.96	1.050209897
gtf2h3	-0.87	-1.510682872
itgb1(3of3)	-0.5	-1.135489625
adamts5	-1.46	-1.4387572
wdr35	-0.64	-1.159679444
pde3a(2of2)	0.84	1.016890319
cox6c	-0.56	-1.264701885
ocrl	-0.65	-1.39443626
zdhhc3(2of3)	-0.72	-1.719572449
akr1b10(2of4)	0.8	1.434214688
pdzd4(1of3)	1.52	1.433599871
rps14	-0.61	1.809179394
drosha	-0.53	1.251950384
fam3d	0.98	4.46634836
slc16a7(1of2)	-1.56	-1.818698875
rnf8	-0.58	1.219781121
zcchc4	0.65	1.772135233
foxm1	-0.61	-7.174746891
srsf10	-0.54	-2.426335976
ddb2	0.64	1.900922999
foxg1(1of3)	-0.995	-1.820369012
e2f4	-0.53	-1.973941081
lfng(2of2)	-1.0	-1.997114958
apbb2(2of2)	0.61	1.174486941
lhx6(1of2)	-3.35	-2.26969777
socs3	-0.52	1.369599639
LOC107390332	-1.23	1.578882163
cfap77	-0.6	1.505074315
nkrf	-0.51	1.470956135
gca	0.685	-1.347057019
lsm4	-0.54	-1.565704277
zbtb1	1.17	1.213116072
myt1(2of2)	-3.205	-1.005372878
hist2h2ab(9of10)	0.61	-4.489577126
magt1	-0.71	-2.000358153
cald1(3of3)	-1.81	-2.000439384
tm2d3	-0.53	1.080479355
usp40	-0.68	-1.906408013
nol4l(2of2)	1.04	1.280635354
ctdsp2	2.3466666666666662	1.579559938
chrac1	-0.77	-1.918608861
cdc42ep3	-1.89	2.019140699
abcc12	-2.47	-1.343688069
ndufv3	-0.55	-1.553721466
tom1(2of2)	0.7	1.120930002
ddx3y	-0.6	-1.311038139
col16a1	-2.1	-1.504575941
cnnm4(2of2)	2.6050000000000004	1.94636455
slc7a11(1of2)	6.35	1.950841647
mef2d(3of3)	0.48	1.435151304
myl12a(1of2)	-0.54	-1.238643986
rabif	-0.67	-1.879278582
sept6	-0.52	-1.179288179
pole3	0.67	-1.542537904
cbx3(1of2)	-0.55	-2.375342011
atxn7l1	0.57	1.738056944
mfsd8(2of3)	0.66	1.920529329
grpel1	-0.51	-2.06218885
ugdh	-0.68	-1.416101262
LOC107377679	-0.59	-1.430906582
zbtb38(2of2)	0.175	2.27417728
pus1	-0.65	-1.414664559
zdhhc7	-0.64	-2.389797828
cry1(4of5)	0.55	2.747227588
zc3h12c(2of2)	-6.17	-1.615684267
col7a1(2of2)	-5.93	-3.23773368
ank1(1of3)	-1.69	1.272359533
myh10(3of3)	-0.55	-1.557751109
lmo2	-1.73	-2.569596628
ramp2	-3.18	-1.63344127
nipsnap1	4.56	3.710756169
slirp	-0.65	-2.420369787
sumo2(1of3)	-0.435	-2.308552483
tnr	2.27	2.84300886
LOC107375865	3.87	2.677595819
gfra2(2of4)	-2.5	-1.919394887
tmem53(2of3)	-0.57	-1.352777773
cyp2j2(4of13)	-1.055	3.189147534
bax(1of4)	1.91	2.421242539
tardbp(1of2)	-0.53	-1.092487385
plekho1(2of2)	-3.52	-3.233851812
grk5(2of3)	-0.7	1.028056789
mthfs	1.03	1.076666464
c10orf12	-0.52	-1.23899101
srpx	0.8	1.487691707
yap1(2of2)	0.57	2.610546505
eif2ak2(2of2)	0.65	2.942933381
vwa5a(2of2)	1.16	-1.291157551
hes5(2of5)	-5.135	-1.572424078
tmcc1(1of2)	-1.62	-1.925928329
cox5a(1of2)	-0.54	-2.493292823
cxcl12(2of2)	-1.52	-1.126486345
slc25a48	0.57	2.048532175
nutf2(2of2)	-0.81	-3.509816437
emc3(2of2)	-1.02	1.186825022
wdr77	-0.51	-1.812419023
bhmt(1of2)	1.45	5.273828798
gadd45g(1of3)	-0.07	-2.331819141
lins1(1of2)	0.8	1.278094908
tmem14c(3of3)	-4.44	-4.153955072
ddit4(1of2)	0.59	3.241367168
mrps21	-0.88	-1.828595868
rpsa	-1.925	2.070399562
akr1a1(4of4)	-0.76	-1.295868244
rnf103	2.245	1.783336228
uhrf1bp1l	-0.85	-1.566858492
adgre5	-3.09	-1.353285629
irs2(2of3)	2.375	3.341779907
asb11	1.11	2.470152296
cdkn2aipnl	-0.59	-2.36141612
smurf2(2of2)	0.5	1.613409142
fmod(1of2)	-6.09	-1.679766372
pold1	-0.58	-3.22110416
unc13a(2of2)	0.64	2.324794854
sgce(2of2)	0.89	2.844391851
klhl24	2.885	1.256596379
ccdc169	-6.09	-3.616409241
crebl2	-0.5800000000000001	1.587613886
fancd2(2of2)	0.62	-2.696020122
kcnj11(2of2)	-2.4	1.241343245
serpine2	0.52	1.220840931
prickle1(1of2)	-4.33	-1.570746474
mpnd	-2.58	-2.557641119
esyt1(2of2)	-0.905	-5.900354592
hoxb9(2of2)	2.5466666666666664	1.722444636
thbs4(2of3)	-4.54	-1.996545597
myod1	-3.4450000000000003	-1.292113965
anapc5	-0.52	-1.030550305
tmem106c	-0.69	-1.062974599
krt19	0.89	2.695062871
man1c1	-0.95	-1.26177214
nanos1(1of2)	-0.8	-1.560953413
wdtc1	0.5633333333333334	1.653482232
rac2(1of6)	-0.75	-2.131212233
psd2	-4.89	-1.760029613
gatad2b	2.92	-1.786520462
lhx5	-2.87	-2.427091602
preb	-0.54	-1.567085826
nsg1(1of3)	1.56	2.160697838
mns1	-2.31	-3.639104708
LOC107388142	0.66	1.87823425
dck(1of3)	0.63	1.052705081
tns1(2of2)	-1.5099999999999998	1.288586108
tom1(1of2)	0.53	1.903211269
rnf122(2of2)	-1.1900000000000002	2.462782254
mpped2	-0.73	-1.804769099
usp4	-0.59	-1.048608425
cox5b(3of3)	-0.6	-1.813276624
pou3f2(2of2)	-1.615	-1.211693254
galnt3	-1.91	-1.615579925
rac1	-0.5	-2.36562892
mtr(2of3)	0.69	1.073902695
slc38a8(2of2)	-1.33	-1.780036267
prrx1	-0.79	-1.27643871
hnrnpm	-0.47	-2.441497517
h2afy	-1.38	-2.522165304
scaf4(1of2)	-0.49	1.692021715
kirrel3	-5.72	-2.729720945
rnf121(1of2)	-0.57	-1.751787755
LOC107394546	-2.3666666666666667	-1.693186219
wbp1(1of3)	-0.57	-1.027967252
styk1(1of2)	1.22	1.101210093
oplah	-1.02	-1.7505623
spryd3(1of2)	0.08000000000000002	-2.124968881
maneal(2of2)	0.71	2.638064769
