chr	start	end	id
chr207	282993824829772257895	282993824829772260665	znf568(4of15)
chr207	565987649659544518570	565987649659544520952	dkk2
chr207	1131975299319089039532	1131975299319089041856	gpr18
chr207	2263950598638178081398	2263950598638178085898	ncam1(1of3)
chr207	4527901197276356167306	4527901197276356168159	fahd1
chr207	9055802394552712335475	9055802394552712336551	batf3
chr207	18111604789105424672036	18111604789105424675750	dhx37
chr207	36223209578210849347796	36223209578210849349673	ei24
chr207	72446419156421698697479	72446419156421698698179	LOC107382064
chr208	1	1758	mgarp
chr208	1769	10352	arid1b(2of3)
chr208	12131	14605	palm(1of2)
chr208	26746	28187	dnpep
chr208	54943	57828	exd2
chr208	112781	131833	adgrv1
chr208	244624	247834	farp1(1of2)
chr208	492468	497698	baiap3
chr208	990176	991277	taar6(2of19)
chr208	1981463	1988840	frem1
chr208	3970313	3970937	bsx
chr208	7941260	7945206	fam83g(1of2)
chr208	15886476	15888125	nkx6-2
chr208	31774611	31776522	grk1(2of3)
chr208	63551143	63551867	hist1h4c(3of12)
chr208	127103020	127104947	scfd1
chr208	254207977	254210481	ugt2a1
chr208	508418468	508420727	gpa33(2of4)
chr208	1016839205	1016840752	arrb1(3of3)
chr208	2033679967	2033682033	znf732(1of2)
chr208	4067362010	4067363571	tyrp1(1of2)
chr208	8134725591	8134726161	urad
chr208	16269451762	16269454322	zic4(1of2)
chr208	32538906094	32538906884	pkia
chr208	65077812988	65077813999	colec10(1of2)
chr208	130155626997	130155629453	angptl1(2of4)
chr208	260311256460	260311261026	klhl20(1of2)
chr208	520622517496	520622518657	reep5(2of3)
chr208	1041245036163	1041245039073	sun2
chr208	2082490075246	2082490077913	fbxl18
chr208	4164980153169	4164980154413	schip1(1of3)
chr208	8329960307592	8329960309901	sap30l
chr208	16659920617503	16659920624275	jarid2
chr208	33319841241788	33319841249026	znf292(2of2)
chr208	66639682490824	66639682494848	nr2f2(1of3)
chr208	133279364985682	133279364988156	naalad2
chr208	266558729973848	266558729976500	dtx3l(1of2)
chr208	533117459950358	533117459953817	c1galt1(1of3)
chr208	1066234919904185	1066234919905957	igfbp1(2of2)
chr208	2132469839810152	2132469839811651	fbp2
chr208	4264939679621813	4264939679623122	arl9(1of2)
chr208	8529879359244945	8529879359250331	snap91(1of2)
chr208	17059758718495286	17059758718497291	ap2a2(2of2)
chr208	34119517436992587	34119517436994797	LOC107390449
chr208	68239034873987394	68239034873987785	nbeal2(6of6)
chr208	136478069747975189	136478069747977960	kcnk10(1of2)
chr208	272956139495953159	272956139495954397	arl5a
chr208	545912278991907566	545912278991909690	znf235(74of148)
chr208	1091824557983817266	1091824557983818454	dad1
chr208	2183649115967635730	2183649115967641265	alpk3(2of2)
chr208	4367298231935277005	4367298231935279055	lama3(3of4)
chr208	8734596463870556070	8734596463870563875	plekhg3(1of2)
chr208	17469192927741119955	17469192927741124552	ranbp9
chr208	34938385855482244517	34938385855482247141	esrp1(2of2)
chr208	69876771710964491668	69876771710964493507	wnt10b
chr208	139753543421928985185	139753543421928987794	gabrb2(3of3)
chr208	279507086843857972989	279507086843857975947	esyt3
chr208	559014173687715948946	559014173687715951344	s1pr1(2of3)
chr208	1118028347375431900300	1118028347375431901705	cacnb3(2of2)
chr208	2236056694750863802015	2236056694750863806385	smad2(1of2)
chr208	4472113389501727608410	4472113389501727610119	eva1c(1of4)
chr208	8944226779003455218539	8944226779003455218901	rpl37
chr208	17888453558006910437450	17888453558006910438878	sirpb2
chr208	35776907116013820876338	35776907116013820879967	kcnd1
chr208	71553814232027641756315	71553814232027641757463	nedd8(1of2)
chr209	1	1459	prkrip1
chr209	1470	2483	dio1
chr209	3963	5834	nfs1
chr209	9807	11345	zfpl1
chr209	21162	23680	sf3a1
chr209	44852	47430	tardbp(2of2)
chr209	92292	99114	dock9(2of2)
chr209	191416	194666	trpc4ap
chr209	386092	388376	hlf(5of5)
chr209	774478	775304	gm1113(1of2)
chr209	1549792	1551171	il1r2(1of2)
chr209	3100973	3102431	cd22(5of7)
chr209	6203414	6209390	tulp4(1of2)
chr209	12412814	12416793	pprc1(2of2)
chr209	24829617	24833268	parp10(2of2)
chr209	49662895	49664327	p2ry1(4of4)
chr209	99327232	99337509	piezo1
chr209	198664751	198665597	cdipt(2of2)
chr209	397330358	397335961	abcc9
chr209	794666329	794671014	sall2(1of2)
chr209	1589337353	1589341030	naa15
chr209	3178678393	3178681679	grm7(1of2)
chr209	6357360082	6357362344	sh3glb1(1of2)
chr209	12714722436	12714731333	cacna1b(4of5)
chr209	25429453779	25429456065	wnt9b
chr209	50858909854	50858915670	myo5b(1of4)
chr209	101717825534	101717829425	cplx2
chr209	203435654969	203435656716	pklr
chr209	406871311695	406871315109	zfat
chr209	813742626814	813742629066	mfng
chr209	1627485255890	1627485257408	hyal6
chr209	3254970513308	3254970513885	tnni2(2of5)
chr209	6509941027203	6509941028817	sez6(4of4)
chr209	13019882056030	13019882058912	ints7
chr209	26039764114952	26039764117691	sspn
chr209	52079528232653	52079528233633	lmx1a(3of4)
chr209	104159056466296	104159056468343	gpatch4
chr209	208318112934649	208318112937471	znf208(3of4)
chr209	416636225872130	416636225875129	st14(1of4)
chr209	833272451747269	833272451750462	rundc1
chr209	1666544903497741	1666544903500939	islr2(1of2)
chr209	3333089806998690	3333089807001897	tktl2
chr209	6666179614000597	6666179614002068	cnr2
chr209	13332359228002675	13332359228011333	svil(1of4)
chr209	26664718456014018	26664718456015458	dusp5
chr209	53329436912029486	53329436912033591	tspear(1of2)
chr209	106658873824063087	106658873824068186	lingo3(1of2)
chr209	213317747648131283	213317747648132550	LOC107390395
chr209	426635495296263843	426635495296265662	LOC107388851
chr209	853270990592529515	853270990592533676	pfas
chr209	1706541981185063201	1706541981185067865	scaf1
chr209	3413083962370131076	3413083962370132506	gmds
chr209	6826167924740263592	6826167924740265919	rdx(2of2)
chr209	13652335849480529521	13652335849480532408	jmjd6
chr209	27304671698961061939	27304671698961064519	iqch
chr209	54609343397922126468	54609343397922129096	pcdhga7(3of10)
chr209	109218686795844255574	109218686795844258574	tmem67
chr209	218437373591688514158	218437373591688516026	kcnip1(2of2)
chr209	436874747183377030194	436874747183377037701	rims3
chr209	873749494366754067905	873749494366754069280	slc25a26
chr209	1747498988733508137195	1747498988733508140134	trim23
chr209	3494997977467016277339	3494997977467016280094	nptx1(1of2)
chr209	6989995954934032557443	6989995954934032560306	hmcn1(6of8)
chr209	13979991909868065117759	13979991909868065121436	ctdspl(2of2)
chr209	27959983819736130239205	27959983819736130241643	c5orf28
chr209	55919967639472260480858	55919967639472260485104	sorcs3(2of2)
chr210	1	1324	scfd2(2of2)
chr210	1335	2737	sumo2(3of3)
chr210	4082	6831	vps41
chr210	10923	12933	lypla2
chr210	23866	25716	ccr4
chr210	49592	53310	rrbp1(1of3)
chr210	102912	105518	adk(3of3)
chr210	208440	209259	ccdc86
chr210	417709	421902	efna2(2of2)
chr210	839621	840134	tnni2(3of5)
chr210	1679765	1681717	clcnka
chr210	3361492	3363812	ppp2r2a(2of2)
chr210	6725314	6727096	cyp2g1
chr210	13452420	13455715	aco2(1of2)
chr210	26908145	26912734	trim36
chr210	53820889	53826687	stag2(2of4)
chr210	107647586	107649350	gba
chr210	215296946	215297846	cdc42se2
chr210	430594802	430598938	farp2
chr210	861193750	861194865	snx10(2of2)
chr210	1722388625	1722391045	shh(2of2)
chr210	3444779680	3444782116	kif3b
chr210	6889561806	6889562968	apex1(1of2)
chr210	13779124784	13779128495	slc9a6(2of2)
chr210	27558253289	27558255435	six2
chr210	55116508734	55116514209	sema6a
chr210	110233022953	110233029196	grm3
chr210	220466052159	220466054230	fsd2
chr210	440932106399	440932107263	mrc1(6of18)
chr210	881864213672	881864219381	npas3(2of2)
chr210	1763728433063	1763728434643	wdr45b(2of2)
chr210	3527456867716	3527456870558	dpysl2(3of3)
chr210	7054913738284	7054913742965	vax2
chr210	14109827481259	14109827484509	pitpnc1(2of3)
chr210	28219654965778	28219654967442	or51f2(2of2)
chr210	56439309933230	56439309936510	pwwp2a
chr210	112878619869750	112878619871457	isl2(1of2)
chr210	225757239741217	225757239744027	ube3d
chr210	451514479485254	451514479488178	ints8(1of2)
chr210	903028958973442	903028958976475	itih5
chr210	1806057917949927	1806057917953177	accs
chr210	3612115835903114	3612115835904926	spcs2
chr210	7224231671808050	7224231671808773	pih1d3
chr210	14448463343616833	14448463343619193	elovl6(3of3)
chr210	28896926687236036	28896926687243368	psd(1of2)
chr210	57793853374479414	57793853374481830	manea
chr210	115587706748961254	115587706748965096	rassf5(1of2)
chr210	231175413497926360	231175413497931162	arel1
chr210	462350826995857532	462350826995859235	trnt1
chr210	924701653991716777	924701653991718154	neurod2(1of2)
chr210	1849403307983434941	1849403307983437121	phyhipl(2of2)
chr210	3698806615966872072	3698806615966876595	fancd2(2of2)
chr210	7397613231933748677	7397613231933754332	ush2a(2of5)
chr210	14795226463867503019	14795226463867505415	iqub
chr210	29590452927735008444	29590452927735009510	taar6(9of19)
chr210	59180905855470017964	59180905855470019807	ptdss2
chr210	118361811710940037781	118361811710940047642	bptf(1of3)
chr210	236723623421880085433	236723623421880087095	arsa
chr210	473447246843760172538	473447246843760174761	nefl(2of3)
chr210	946894493687520347309	946894493687520353009	kdm5c
chr210	1893788987375040700328	1893788987375040702938	ppm1b(4of4)
chr210	3787577974750081403276	3787577974750081405011	znf235(43of148)
chr210	7575155949500162808297	7575155949500162814490	taf1
chr210	15150311899000325622797	15150311899000325625121	casr(73of74)
chr210	30300623798000651247928	30300623798000651249722	dynll2(1of3)
chr210	60601247596001302497660	60601247596001302499333	krt18(4of6)
chr211	1	1274	hormad1(1of2)
chr211	1285	4184	nefh(4of6)
chr211	5479	6526	LOC107379744
chr211	12015	13128	hes1(2of3)
chr211	25153	28091	galnt18(6of6)
chr211	53254	55862	csf3r
chr211	109126	111316	bche
chr211	220452	223421	trpc2
chr211	443883	446245	sapcd1
chr211	890138	891928	rmdn3
chr211	1782076	1784376	flot1(2of2)
chr211	3566462	3567914	coq3
chr211	7134386	7136563	znf235(147of148)
chr211	14270959	14272911	prc1(3of4)
chr211	28543880	28547165	arfgap3
chr211	57091055	57094040	zfp2(9of11)
chr211	114185105	114186662	hist1h1b(5of6)
chr211	228371777	228371956	pigbos1
chr211	456743743	456745077	cdk2ap2
chr211	913488830	913490054	tmem141
chr211	1826978894	1826979582	LOC107394523
chr211	3653958486	3653960563	irf4(1of3)
chr211	7307919059	7307920230	ryr2(5of7)
chr211	14615839299	14615841053	itga11(2of3)
chr211	29231680362	29231684604	tbx20
chr211	58463364976	58463366494	mydgf
chr211	116926731480	116926732718	bcl2l14(2of2)
chr211	233853464208	233853470920	pde4a
chr211	467706935138	467706935445	atp5l
chr211	935413870593	935413875265	sbk1(3of3)
chr211	1870827745868	1870827746823	col6a1(2of2)
chr211	3741655492701	3741655493922	elp6
chr211	7483310986633	7483310987964	ccr1(1of5)
chr211	14966621974607	14966621979415	gpam(2of2)
chr211	29933243954032	29933243959900	map3k12(2of2)
chr211	59866487913942	59866487915698	tgoln2
chr211	119732975829650	119732975831968	stat1(1of4)
chr211	239465951661628	239465951665587	grik2(1of4)
chr211	478931903327225	478931903328452	psmc3
chr211	957863806655687	957863806657256	zbed4(30of38)
chr211	1915727613312953	1915727613316429	fam20c(1of6)
chr211	3831455226629392	3831455226636461	ptprd(4of5)
chr211	7662910453265863	7662910453266684	hes7(2of2)
chr211	15325820906532557	15325820906535108	dgat2(2of2)
chr211	30651641813067675	30651641813069888	kcnk5(2of2)
chr211	61303283626137573	61303283626139050	thumpd2
chr211	122606567252276633	122606567252278375	gbgt1(3of4)
chr211	245213134504555018	245213134504557914	tmem168(1of2)
chr211	490426269009112942	490426269009119680	matr3(1of4)
chr211	980852538018232632	980852538018233234	cldn4(16of19)
chr211	1961705076036465876	1961705076036470397	bag6
chr211	3923410152072936283	3923410152072941575	col4a6(4of5)
chr211	7846820304145877868	7846820304145880221	arsj
chr211	15693640608291758099	15693640608291763038	dlgap4(1of2)
chr211	31387281216583521147	31387281216583521404	mrpl36
chr211	62774562433167042561	62774562433167046464	gpr19
chr211	125549124866334089035	125549124866334091298	ipcef1
chr211	251098249732668180343	251098249732668181982	fbxo5
chr211	502196499465336362335	502196499465336369920	bicd2(2of3)
chr211	1004392998930672732265	1004392998930672733838	mab21l2
chr211	2008785997861345466113	2008785997861345473642	gria4(2of2)
chr211	4017571995722690939765	4017571995722690944322	fermt2
chr211	8035143991445381884097	8035143991445381884815	dydc1
chr211	16070287982890763768922	16070287982890763770439	LOC107381802
chr211	32140575965781527539371	32140575965781527541454	taf6
chr211	64281151931563055080835	64281151931563055082192	bhlha9
chr212	1	2487	slc26a3(2of2)
chr212	2498	4931	ip6k2(1of2)
chr212	7439	8153	cela2a(5of5)
chr212	15602	18250	mctp1(1of4)
chr212	33862	38187	bcl2
chr212	72059	72732	cit(4of5)
chr212	144801	147514	crmp1
chr212	292325	292736	LOC107382537
chr212	585071	586099	hmgb2(1of2)
chr212	1171180	1172505	fnta
chr212	2343695	2344902	wdr77
chr212	4688607	4690580	cbx7(1of2)
chr212	9379197	9380044	hscb
chr212	18759251	18761639	rell2
chr212	37520900	37522522	pofut1(1of2)
chr212	75043432	75048932	myh6(2of2)
chr212	150092374	150095812	lonp1
chr212	300188196	300188363	tmem251
chr212	600376569	600378295	rbms3(1of2)
chr212	1200754874	1200756064	myo5b(3of4)
chr212	2401510948	2401512857	fam46a(2of4)
chr212	4803023815	4803025607	adgrf5(5of6)
chr212	9606049432	9606054020	tmtc2(2of2)
chr212	19212103462	19212104438	hprt1(2of2)
chr212	38424207910	38424210093	cdkn1b(2of3)
chr212	76848418013	76848421528	kcna2(1of3)
chr212	153696839551	153696840255	or13c2(2of8)
chr212	307393679816	307393680876	apoh(3of3)
chr212	614787360702	614787364798	tsc22d2(2of2)
chr212	1229574725510	1229574728042	tinf2(2of2)
chr212	2459149453562	2459149454370	faap24
chr212	4918298907942	4918298911816	s1pr3(2of2)
chr212	9836597819768	9836597820039	grn(2of4)
chr212	19673195639817	19673195640527	nsl1
chr212	39346391280354	39346391283023	mpp5(1of2)
chr212	78692782563387	78692782564221	cck(3of3)
chr212	157385565127618	157385565129956	il12b(3of3)
chr212	314771130257584	314771130259885	cnot10
chr212	629542260517479	629542260520291	b4galt1(3of4)
chr212	1259084521037780	1259084521040570	rab3c
chr212	2518169042078360	2518169042078682	hist2h2be(1of12)
chr212	5036338084157052	5036338084158240	srd5a2(1of2)
chr212	10072676168315302	10072676168322662	ncoa2(1of2)
chr212	20145352336637974	20145352336640032	srsf1(1of2)
chr212	40290704673278016	40290704673279459	phc2(2of2)
chr212	80581409346557485	80581409346560357	LOC107392956
chr212	161162818693117852	161162818693118857	cpa2
chr212	322325637386236719	322325637386238140	adgrg4(1of6)
chr212	644651274772474869	644651274772483178	gcn1l1
chr212	1289302549544958057	1289302549544959743	bok(1of3)
chr212	2578605099089917810	2578605099089919427	znf235(113of148)
chr212	5157210198179837247	5157210198179845185	dicer1
chr212	10314420396359682442	10314420396359683249	ggct(3of3)
chr212	20628840792719365701	20628840792719368028	tob1(1of2)
chr212	41257681585438733739	41257681585438734413	dusp18
chr212	82515363170877468162	82515363170877470412	fam219b
chr212	165030726341754938584	165030726341754945244	mrc1(5of18)
chr212	330061452683509883838	330061452683509886650	ccdc6
chr212	660122905367019770498	660122905367019772004	tdgf1
chr212	1320245810734039542512	1320245810734039543639	cln5
chr212	2640491621468079086161	2640491621468079090174	tbc1d4
chr212	5280983242936158176345	5280983242936158182447	cntn3
chr212	10561966485872316358802	10561966485872316363909	nynrin(7of15)
chr212	21123932971744632722721	21123932971744632726700	tbcd
chr212	42247865943489265449431	42247865943489265450641	f7(2of2)
chr212	84495731886978530900082	84495731886978530903650	siah1
chr213	1	919	cdon(2of2)
chr213	930	6454	upf2
chr213	7394	8656	upp1
chr213	16060	18120	dgat1(3of3)
chr213	34190	36795	kirrel(3of3)
chr213	70995	73954	kiaa1524
chr213	144959	147933	pnkp
chr213	292902	296951	nptx2(2of4)
chr213	589863	590665	prdx5
chr213	1180538	1183926	pip5k1a(2of2)
chr213	2364474	2365461	casp7(2of2)
chr213	4729945	4733600	ryr2(6of7)
chr213	9463555	9465353	cfap100(1of2)
chr213	18928918	18930416	LOC107394285
chr213	37859344	37862053	hif3a
chr213	75721407	75723535	pola2
chr213	151444952	151449158	kirrel(1of3)
chr213	302894120	302894892	btf3(1of2)
chr213	605789022	605789574	agrp
chr213	1211578606	1211580833	mstn(2of2)
chr213	2423159449	2423162352	tprn
chr213	4846321811	4846323143	rtn4rl2(1of2)
chr213	9692644964	9692647175	LOC107386653
chr213	19385292149	19385299992	tnxb(1of2)
chr213	38770592151	38770595578	prdm1(1of3)
chr213	77541187739	77541189614	mpp1
chr213	155082377363	155082380025	or52k1(1of3)
chr213	310164757398	310164758941	ak3
chr213	620329516349	620329518755	csad
chr213	1240659035114	1240659035456	zp3(3of19)
chr213	2481318070580	2481318072372	pars2
chr213	4962636142962	4962636145000	slc30a4
chr213	9925272287972	9925272311822	macf1(2of2)
chr213	19850544599804	19850544600431	uxt
chr213	39701089200245	39701089202523	gtf2f1
chr213	79402178402778	79402178403981	pdgfrl
chr213	158804356806769	158804356808770	cldn8(3of4)
chr213	317608713615549	317608713615916	rps14
chr213	635217427231475	635217427232293	fam174b
chr213	1270434854463778	1270434854467500	prpf4b
chr213	2540869708931288	2540869708932731	vtn(1of2)
chr213	5081739417864029	5081739417866248	cep57(2of2)
chr213	10163478835730287	10163478835731517	cdc42(1of4)
chr213	20326957671461814	20326957671465587	arhgap20(2of2)
chr213	40653915342927411	40653915342930752	mov10(1of2)
chr213	81307830685858173	81307830685861288	dbh
chr213	162615661371719471	162615661371727881	slc7a14(2of2)
chr213	325231322743447362	325231322743448675	rhou(2of3)
chr213	650462645486896047	650462645486896763	frat2
chr213	1300925290973792820	1300925290973794595	rgs19
chr213	2601850581947587425	2601850581947588862	tuba1c(1of10)
chr213	5203701163895176297	5203701163895178207	ola1(1of2)
chr213	10407402327790354514	10407402327790355261	znf846(3of13)
chr213	20814804655580709785	20814804655580713933	trpv4
chr213	41629609311161423728	41629609311161426914	mars
chr213	83259218622322850652	83259218622322852863	cfi
chr213	166518437244645703525	166518437244645706014	bach1(1of2)
chr213	333036874489291409549	333036874489291411913	b3gnt9
chr213	666073748978582821472	666073748978582823003	LOC107378758
chr213	1332147497957165644485	1332147497957165645674	litaf(4of4)
chr213	2664294995914331290169	2664294995914331293615	aass
chr213	5328589991828662583794	5328589991828662585332	fam19a5(3of3)
chr213	10657179983657325169136	10657179983657325176311	ago4
chr213	21314359967314650345457	21314359967314650357982	wdfy3(1of2)
chr213	42628719934629300703449	42628719934629300705096	hspb7(3of3)
chr213	85257439869258601408555	85257439869258601412567	stk11ip
chr214	1	3935	slc40a1(1of2)
chr214	3946	4790	tmem179b
chr214	8746	11067	stt3a
chr214	19823	21204	LOC107388047
chr214	41037	45822	mast2(3of3)
chr214	86869	89267	ssrp1
chr214	176146	176904	or1m1(2of3)
chr214	353060	354382	zfp422
chr214	707452	709255	chst15(2of2)
chr214	1416717	1418300	LOC107374781
chr214	2835027	2836936	upf3b
chr214	5671973	5674754	tmem266(2of2)
chr214	11346737	11348472	abhd15(2of2)
chr214	22695219	22701805	ptch1(2of2)
chr214	45397034	45400135	foxl1(2of2)
chr214	90797179	90800572	elavl2
chr214	181597761	181599132	slx1b
chr214	363196903	363200412	fam20c(6of6)
chr214	726397325	726401685	pif1(4of4)
chr214	1452799020	1452803992	osbpl6(1of3)
chr214	2905603022	2905607281	pgbd2(1of2)
chr214	5811210313	5811210920	cldn10(2of7)
chr214	11622421243	11622422572	smarcb1(2of2)
chr214	23244843825	23244845211	pcnp
chr214	46489689046	46489690479	irx1(3of4)
chr214	92979379535	92979381505	ube2e1
chr214	185958761050	185958761883	mfap4(2of4)
chr214	371917522943	371917524967	tmem30a(3of3)
chr214	743835047920	743835051905	rarb(3of4)
chr214	1487670099835	1487670101155	stard10(3of3)
chr214	2975340201000	2975340203674	vrk3
chr214	5950680404684	5950680410824	fam65b
chr214	11901360815518	11901360816313	LOC107395788
chr214	23802721631841	23802721633799	she(2of2)
chr214	47605443265650	47605443267558	itgbl1
chr214	95210886533218	95210886533790	lyg2(2of2)
chr214	190421773067018	190421773070521	ss18l1
chr214	380843546137549	380843546140242	slc7a10(3of3)
chr214	761687092277801	761687092280568	exoc8
chr214	1523374184558379	1523374184559262	leng1
chr214	3046748369117651	3046748369122025	tubgcp5
chr214	6093496738239686	6093496738241153	jdp2(2of2)
chr214	12186993476480849	12186993476484790	tapt1(2of2)
chr214	24373986952965649	24373986952977230	apob(2of3)
chr214	48747973905942889	48747973905945447	nr1d2(3of4)
chr214	97495947811888346	97495947811891290	and2
chr214	194991895623779646	194991895623780811	kiaa1191(2of2)
chr214	389983791247560467	389983791247574078	hspg2(2of3)
chr214	779967582495134555	779967582495136327	trdmt1
chr214	1559935164990270892	1559935164990275093	fmn2(4of4)
chr214	3119870329980545995	3119870329980550302	peg10(1of2)
chr214	6239740659961096307	6239740659961096924	LOC107384660
chr214	12479481319922193241	12479481319922197326	klb
chr214	24958962639844390577	24958962639844393360	LOC107392722
chr214	49917925279688783947	49917925279688798148	pkd1(2of3)
chr214	99835850559377582105	99835850559377584319	rangap1(1of2)
chr214	199671701118755166434	199671701118755167456	fcgr1a(1of2)
chr214	399343402237510333900	399343402237510336360	znf235(81of148)
chr214	798686804475020670270	798686804475020672699	casr(21of74)
chr214	1597373608950041342979	1597373608950041345739	prkd3(2of2)
chr214	3194747217900082688728	3194747217900082689949	etfa
chr214	6389494435800165378687	6389494435800165380141	zp3(18of19)
chr214	12778988871600330758838	12778988871600330760899	ildr1(2of2)
chr214	25557977743200661519747	25557977743200661521951	znf84(1of4)
chr214	51115955486401323041708	51115955486401323046460	gon4l(2of2)
chr215	1	1386	tspan33(3of3)
chr215	1397	5285	gldc
chr215	6692	9642	akap10
chr215	16344	17893	coil
chr215	34247	35935	plpp3(3of4)
chr215	70192	73440	amotl2(2of2)
chr215	143642	145581	map2k4(1of2)
chr215	289233	292693	ssbp3(3of3)
chr215	581936	584318	slc23a2(1of3)
chr215	1166264	1168241	sox7
chr215	2334515	2335490	LOC107374310
chr215	4670015	4673081	gpaa1
chr215	9343106	9345444	hoxc4(1of3)
chr215	18688560	18689635	LOC107386085
chr215	37378205	37381746	col28a1(2of5)
chr215	74759961	74764898	pde8b
chr215	149524869	149526941	tgm5(1of3)
chr215	299051820	299053285	mrpl57
chr215	598105115	598107076	relb
chr215	1196212201	1196213373	kmt2d(3of5)
chr215	2392425584	2392426537	mfap2(1of2)
chr215	4784852131	4784854720	atg5
chr215	9569706861	9569709381	tacr3(1of3)
chr215	19139416252	19139418670	qpctl
chr215	38278834932	38278838077	kiaa1586
chr215	76557673019	76557674592	lmo2
chr215	153115347621	153115353393	per2(2of2)
chr215	306230701024	306230703307	hapln1(2of2)
chr215	612461404341	612461405729	limd1(2of2)
chr215	1224922810080	1224922814428	satb1(1of2)
chr215	2449845624518	2449845628045	sh3tc1
chr215	4899691252573	4899691253288	odf3
chr215	9799382505871	9799382508955	clec17a(10of10)
chr215	19598765014836	19598765016961	rab5c(2of2)
chr215	39197530031807	39197530036307	glcci1(2of2)
chr215	78395060068124	78395060071866	otoa
chr215	156790120140000	156790120141223	LOC107397203
chr215	313580240281233	313580240284891	cpne7
chr215	627160480566134	627160480569408	grm8(3of4)
chr215	1254320961135552	1254320961136423	rpl5(2of2)
chr215	2508641922271985	2508641922274306	cdca4(1of2)
chr215	5017283844546301	5017283844549015	asb2(3of3)
chr215	10034567689095326	10034567689098291	ilf3(2of2)
chr215	20069135378193627	20069135378198209	epb41l3(2of4)
chr215	40138270756391846	40138270756394936	hook3
chr215	80276541512786792	80276541512789006	cep290(5of5)
chr215	160553083025575808	160553083025576043	oxr1(3of4)
chr215	321106166051151861	321106166051152996	nudt19
chr215	642212332102304867	642212332102307794	hdgfrp2
chr215	1284424664204612671	1284424664204614218	fam186a(2of2)
chr215	2568849328409226899	2568849328409230582	ppp1r21
chr215	5137698656818457491	5137698656818458230	ppp1r14b(1of3)
chr215	10275397313636915731	10275397313636917084	LOC107374408
chr215	20550794627273832825	20550794627273833910	tmem81
chr215	41101589254547666745	41101589254547667714	guca1b(3of3)
chr215	82203178509095334469	82203178509095335188	gpr183(4of4)
chr215	164406357018190669667	164406357018190678779	sptbn1(2of6)
chr215	328812714036381348456	328812714036381349394	bet1l
chr215	657625428072762697860	657625428072762701282	fbln1(1of2)
chr215	1315250856145525399152	1315250856145525401707	sf1
chr215	2630501712291050800869	2630501712291050802304	aqp3(3of3)
chr215	5261003424582101603183	5261003424582101607799	zbed4(17of38)
chr215	10522006849164203210992	10522006849164203213288	alpl
chr215	21044013698328406424290	21044013698328406425288	dok4(2of2)
chr215	42088027396656812849588	42088027396656812852767	slc16a9
chr215	84176054793313625702365	84176054793313625705048	sept6
chr216	1	440	ssna1
chr216	451	4868	bin1(2of2)
chr216	5329	9125	LOC107388492
chr216	14464	18048	uhrf1
chr216	32522	34379	ca6
chr216	66911	69019	mrc1(1of18)
chr216	135940	137725	pex13
chr216	273675	274843	fam19a1(2of2)
chr216	548528	550474	ch25h(5of5)
chr216	1099012	1101217	vps4a
chr216	2200239	2200663	s100a1(2of3)
chr216	4400912	4401466	LOC107374438
chr216	8802388	8803437	snupn
chr216	17605835	17607378	klhdc1(2of2)
chr216	35213223	35216391	slc13a2(2of2)
chr216	70429624	70432270	cngb1(3of3)
chr216	140861904	140862386	mrpl51
chr216	281724300	281728462	tgfb1
chr216	563452772	563454292	sycp3
chr216	1126907074	1126913985	trdn(3of3)
chr216	2253821069	2253822611	mmp13(2of2)
chr216	4507643690	4507646810	cep95
chr216	9015290510	9015291637	dmbt1(1of3)
chr216	18030582157	18030586682	wdr6
chr216	36061168849	36061169589	cmtm4(1of2)
chr216	72122338448	72122340358	gtpbp6
chr216	144244678816	144244681220	slc25a22(3of4)
chr216	288489360046	288489360249	rpl29
chr216	576978720305	576978721569	setd7
chr216	1153957441884	1153957444745	simc1(2of2)
chr216	2307914886639	2307914887778	pstpip2
chr216	4615829774427	4615829776595	casr(74of74)
chr216	9231659551032	9231659554026	tmem121(3of3)
chr216	18463319105068	18463319106932	gpsm1(3of3)
chr216	36926638212010	36926638212845	med28
chr216	73853276424865	73853276428885	morn4(2of2)
chr216	147706552853760	147706552855177	slc25a15(2of2)
chr216	295413105708947	295413105711065	hyal4
chr216	590826211420022	590826211423926	khdrbs3
chr216	1181652422843958	1181652422848481	leng8
chr216	2363304845692449	2363304845693840	LOC107372604
chr216	4726609691386299	4726609691388461	casr(3of74)
chr216	9453219382774770	9453219382778214	fem1b
chr216	18906438765552994	18906438765554731	cry1(5of5)
chr216	37812877531107735	37812877531109757	fus
chr216	75625755062217502	75625755062218971	rabggtb
chr216	151251510124436483	151251510124439368	zc3h12c(1of2)
chr216	302503020248875861	302503020248877185	prdx6(1of2)
chr216	605006040497753056	605006040497753843	bet1
chr216	1210012080995506909	1210012080995508575	kcnj12(3of4)
chr216	2420024161991015494	2420024161991018157	p3h1
chr216	4840048323982033661	4840048323982037072	brd8(1of2)
chr216	9680096647964070743	9680096647964072767	spast
chr216	19360193295928143520	19360193295928147343	msl2(1of2)
chr216	38720386591856290873	38720386591856294682	asmtl
chr216	77440773183712585565	77440773183712590715	cdkl5(1of2)
chr216	154881546367425176290	154881546367425177231	gid8(1of2)
chr216	309763092734850353531	309763092734850356139	tbxas1(2of3)
chr216	619526185469700709680	619526185469700712350	prdm1(2of3)
chr216	1239052370939401422040	1239052370939401425257	ccnyl1(1of2)
