id,qval,Log2Fold
vps13a,3.64E-05,-0.474344244
napa,3.65E-05,0.556089722
psmd11(2of2),3.66E-05,0.473685233
mospd2,3.66E-05,0.516097714
tgm5(3of3),3.66E-05,-0.588764208
wdr6,3.68E-05,-0.454422262
vps13b,3.71E-05,-0.618294648
sema4c,3.74E-05,-0.844490385
dapk1,3.75E-05,-0.549934892
ccar1,3.75E-05,-0.514189726
ube2i(1of2),3.78E-05,0.528964491
anxa3,3.80E-05,0.45292566
fcho2(1of2),3.81E-05,-0.551677132
sms,3.83E-05,0.433126251
pura(1of2),3.83E-05,-0.567228492
ankrd46,3.83E-05,0.506430504
phf13(2of2),3.86E-05,0.456705923
rpusd4,3.86E-05,0.650479195
znf568(13of15),3.86E-05,0.565108687
nipa2(1of2),3.87E-05,0.580456663
spata20,3.93E-05,-0.470485795
jag2(2of2),3.94E-05,-0.446369123
cipc(1of2),3.99E-05,0.725199137
plekhg4(3of5),4.00E-05,-0.957739019
ccdc149(1of2),4.01E-05,-1.240467365
rsl1d1,4.04E-05,0.442325074
slc5a6(2of2),4.06E-05,0.578064842
sprn,4.10E-05,-0.48933652
ppcs,4.11E-05,0.584398789
mapre2,4.12E-05,0.657327547
vwa5b2,4.14E-05,-0.757175926
mlf1,4.15E-05,0.642865857
LOC107373993,4.16E-05,-0.707001768
pmp22(1of2),4.17E-05,0.630005362
znf235(77of148),4.17E-05,0.616247636
gclm,4.17E-05,0.445556781
tmem145,4.17E-05,-0.607734437
edf1,4.20E-05,0.670091212
myl9,4.21E-05,0.446647773
vps4b(1of2),4.28E-05,0.488550852
dpyd,4.33E-05,-0.577362478
chmp3,4.33E-05,0.524602737
ahsa1(2of2),4.33E-05,0.54802188
rbm12b(3of3),4.35E-05,-0.506754163
hecw2(2of2),4.35E-05,-0.553653696
tmem59(1of2),4.36E-05,0.758045423
LOC107376877,4.39E-05,-0.575274537
c1orf198,4.41E-05,0.571157687
hrh3(2of2),4.42E-05,-1.694575069
ctdspl(1of2),4.42E-05,0.880556826
dph6,4.43E-05,-0.782116419
adad2,4.43E-05,-0.858712042
npb,4.46E-05,-0.773975086
rpf2,4.49E-05,0.456475487
rnaseh2b,4.52E-05,0.444809957
fabp7(2of2),4.54E-05,-0.562545162
mgat2(1of2),4.62E-05,0.455573101
mrc1(13of18),4.63E-05,-0.632409166
rcor3,4.69E-05,0.897092363
ranbp3,4.73E-05,0.762550793
ppp1r3d(2of3),4.77E-05,0.448564268
rgp1,4.78E-05,0.616084892
kctd1(2of2),4.79E-05,0.514533471
exosc8,4.81E-05,0.428374377
adarb1(3of3),4.84E-05,-0.533639057
ctbp2(3of3),4.88E-05,0.439429928
stom(3of3),4.90E-05,0.428272596
pnpla7(2of2),4.90E-05,-0.562294275
cep290(2of5),4.90E-05,-1.249857503
ywhab(3of3),4.97E-05,0.478160857
ypel5(2of2),5.01E-05,0.589911592
LOC107381070,5.02E-05,0.652724791
gsg1l(6of7),5.02E-05,-0.660068364
mob1a(1of2),5.02E-05,0.538163795
ikzf3,5.05E-05,-0.609170025
e2f5,5.11E-05,-0.790726994
rbm12b(1of3),5.12E-05,0.430643321
mical2(1of3),5.16E-05,-0.859328338
ccnd2(4of4),5.20E-05,-0.471482041
celf3(2of3),5.25E-05,-0.67502957
tnnc1(2of2),5.27E-05,-0.575059629
gabarapl2(1of2),5.28E-05,0.452985198
LOC107394637,5.30E-05,0.548047422
lgals3(5of6),5.30E-05,-0.915275292
gskip,5.34E-05,0.887339261
dnajb9(2of2),5.37E-05,0.434052857
trib1,5.38E-05,-0.665671627
rbm4b(1of4),5.39E-05,0.425011381
nubp1,5.40E-05,0.536423438
vgll3,5.40E-05,0.696826578
tpd52,5.41E-05,0.424426762
ank2(1of3),5.48E-05,-0.636416998
cd302,5.53E-05,0.495045306
ap3m2,5.54E-05,0.547239126
pno1,5.55E-05,0.424351938
def8,5.56E-05,0.452095894
scamp1(2of2),5.57E-05,0.490505488
LOC107372742,5.58E-05,-0.730992054
ska2,5.63E-05,0.527442498
pank1,5.65E-05,-0.677160347
rhoa(2of5),5.67E-05,0.42579549
cdc123,5.69E-05,0.659320014
LOC107394946,5.70E-05,0.438626504
c18orf21,5.71E-05,0.491764709
rhobtb2(1of2),5.72E-05,-0.491121509
tuba1c(9of10),5.74E-05,0.536789042
rrh,5.79E-05,-1.103784266
mpzl2(1of3),5.82E-05,0.864641008
ak4,5.85E-05,0.564400081
adipor1,5.85E-05,0.483264237
zbed4(16of38),5.85E-05,-0.554070442
gnb1(2of2),5.87E-05,0.423548933
rpe,5.90E-05,0.477521092
acss2(2of2),5.93E-05,0.472484006
pbx2,5.99E-05,0.472403633
tmem9,6.00E-05,0.672036537
ube2h(2of2),6.03E-05,0.681448857
ctsd(1of2),6.09E-05,0.421724413
atpaf2,6.10E-05,0.708643392
ror1,6.12E-05,-0.546732214
LOC107383192,6.13E-05,0.477188262
rad23b,6.20E-05,0.587792121
kras,6.24E-05,0.425544414
bag4,6.26E-05,0.712268602
rassf9,6.39E-05,0.82269454
ehbp1(1of2),6.41E-05,-0.723471542
lama2(2of3),6.45E-05,0.434588203
lamc1(1of2),6.46E-05,-0.70143543
mink1(1of2),6.50E-05,-0.445197642
ubqln4,6.50E-05,0.487195752
ch25h(5of5),6.52E-05,-0.503580054
obsl1,6.53E-05,-0.572373798
hpse,6.54E-05,-0.797565144
msl1,6.55E-05,0.486336078
app,6.56E-05,-0.569247813
fzd3(1of4),6.59E-05,-0.624837036
dnah10,6.60E-05,0.471713834
cdk5,6.61E-05,0.642388253
prps1,6.64E-05,0.775220964
LOC107382326,6.66E-05,0.805816275
zkscan2(1of2),6.67E-05,-0.703057715
psme2,6.68E-05,-1.07891475
mmachc,6.70E-05,0.533090021
rab11b(1of3),6.72E-05,0.618683336
ppp1r7,6.72E-05,0.590118589
lamtor1,6.82E-05,0.569700217
mark4(4of4),6.85E-05,-0.58561773
dera,6.85E-05,0.425388167
tk1,6.89E-05,0.561483925
malsu1,6.90E-05,0.419479567
atm,6.91E-05,-0.458040436
ulk2(1of2),6.98E-05,-0.69186045
znf235(148of148),7.06E-05,-0.499080566
ubxn7,7.07E-05,0.507885947
micall1(1of2),7.07E-05,-0.461503345
wbp2(2of2),7.13E-05,0.581029097
zcchc7(1of2),7.15E-05,-0.430287105
aim1(2of2),7.24E-05,-0.582191174
slc25a42(1of2),7.26E-05,0.551932255
aagab,7.28E-05,0.41808837
mtg1,7.30E-05,0.453226347
ndfip1(2of2),7.31E-05,0.436659036
pdcd6,7.32E-05,0.567867586
agtrap,7.33E-05,0.560390874
chd8,7.35E-05,-0.482004544
c5orf15,7.36E-05,0.590734594
hnrnpab(2of2),7.38E-05,0.661748577
ac111632.2(2of2),7.53E-05,-0.724976474
timp2,7.55E-05,0.422869215
arntl(2of3),7.55E-05,-0.527528205
phactr2(2of3),7.65E-05,-0.652490082
lfng(1of2),7.65E-05,-0.417044676
hmgn1(1of2),7.87E-05,0.538098753
tspan31,7.92E-05,0.637428498
hspbp1,8.01E-05,0.518301675
arhgap35(2of2),8.02E-05,-0.639554422
myo18a(2of2),8.03E-05,-0.478687949
h3f3a(3of6),8.08E-05,0.690630443
LOC107390604,8.11E-05,-0.480116392
gcg(1of2),8.16E-05,-0.786568962
smim14,8.20E-05,0.449550433
eif4e(1of3),8.21E-05,0.539534662
srprb,8.21E-05,0.631005575
ldb3(2of2),8.22E-05,0.596035142
hmg20b,8.28E-05,0.432604551
LOC107378932,8.29E-05,-0.566166182
exosc2,8.31E-05,0.636948328
azin1(2of2),8.32E-05,0.413866098
vrk3,8.36E-05,0.444043382
rab35(2of2),8.36E-05,0.591607502
LOC107396373,8.36E-05,-0.457536277
mtpn,8.36E-05,0.550741541
polr3e,8.39E-05,0.467379242
arsi(1of3),8.45E-05,-0.697384648
ube2k(2of2),8.47E-05,0.415066556
cdc42bpa,8.50E-05,-0.595066323
igfn1(2of4),8.53E-05,-0.437110032
nkain1,8.53E-05,-0.694347788
rnf126(1of2),8.60E-05,0.540759337
tmed10,8.64E-05,0.54912475
m6pr,8.66E-05,0.598683356
mdm4,8.70E-05,-0.470153323
b3galt6,8.76E-05,0.500520902
hnrnpa0(2of2),8.80E-05,0.413138782
cfap99,8.80E-05,-0.70415936
efna4,8.80E-05,0.631131405
ficd,8.81E-05,0.538864272
metrnl(3of3),8.85E-05,0.500735569
dnajc7(1of2),8.88E-05,0.474834179
csnk2b(2of2),8.89E-05,0.412154788
cdk9,8.93E-05,0.704308074
mettl9,8.98E-05,-0.780288642
tpra1,8.98E-05,0.491440682
psmd6,9.04E-05,0.653506013
svil(2of4),9.05E-05,-0.802941252
dtx2(2of2),9.05E-05,-1.018364575
commd3,9.13E-05,-0.427887554
ctu1,9.20E-05,0.693877905
tmem167b,9.23E-05,0.574469244
foxp1(3of3),9.31E-05,0.537462326
ppil4,9.47E-05,0.428869544
pag1,9.49E-05,-0.685842135
pdpr,9.51E-05,-0.490753659
rbbp4,9.51E-05,0.728108278
prrc2c,9.53E-05,-0.670478932
zfp346,9.55E-05,0.471293148
cog2,9.58E-05,-0.412564362
rab4b,9.64E-05,0.895756836
znf862(1of6),9.64E-05,-0.558406125
psap(1of2),9.64E-05,0.553013216
LOC107373756,9.64E-05,0.441980423
c9orf85,9.65E-05,0.583332824
polr3h,9.68E-05,0.424436722
itgb8,9.70E-05,-0.728234543
gtf2e1,9.75E-05,0.469237049
wipi2,9.79E-05,-0.425072559
tuba1c(2of10),9.81E-05,0.595691028
cdc42ep5,9.87E-05,0.515076189
capzb,9.87E-05,0.470051955
rcbtb1(2of2),9.89E-05,0.515041351
sptan1(13of23),9.94E-05,-0.447624233
zfp777,9.95E-05,-0.420055543
sgsh,9.96E-05,-0.49235968
cobl,0.000100317,-0.607794865
hbg2(2of4),0.000100401,-0.733454228
zfp395,0.000100527,0.444828462
asl,0.000101381,-0.492440945
ext2,0.000102332,0.475405767
nfyb,0.000102709,0.517056851
hipk4,0.00010312,-0.987081547
vhl,0.000103639,0.476847952
tgm2(2of2),0.000105016,-0.528256265
igf2bp1,0.000105588,-0.407837024
foxf1,0.000105643,-0.836631238
idi1,0.000106776,0.546405244
gabarap,0.000107272,0.55818254
smad9,0.00010734,0.462101269
ifi35,0.000107387,-0.527907517
rnf11(2of3),0.000107707,0.624805035
ppara(1of2),0.000107845,0.585815151
nudt21,0.000108036,0.45154673
ryr2(7of7),0.000108683,-0.474027638
edem1,0.000109073,0.533954388
lama2(3of3),0.000109603,-0.406501463
dchs1(2of3),0.000109896,-0.556933276
chrnb1(2of2),0.000110484,-0.52410418
tmem203,0.000110645,0.51799587
ac004381.6,0.00011097,-0.46627505
col27a1(2of4),0.000111327,-0.476639759
rgs19,0.000111347,-0.790593892
zbed4(38of38),0.00011136,-0.41570596
ppp1r3b(2of2),0.000111601,0.536683584
cdk4,0.000112256,0.502434278
srsf2,0.000113974,0.414405838
shisa4(2of2),0.000115031,0.893679304
impad1,0.000115209,0.461657339
tubgcp6,0.000115341,-0.444282915
prkdc,0.000115595,-0.500211742
trnt1,0.000115684,0.467825486
pls3(2of2),0.000115828,0.550827586
angptl3(2of2),0.000116064,0.616069214
gimap4(3of7),0.000116146,-0.653823213
LOC107373637,0.000116804,-0.618016001
rbm45,0.000116851,0.596812479
fam83h(2of2),0.000116934,-0.535525827
tbc1d9,0.000117158,-0.686704359
osbpl6(1of3),0.000117754,-0.532908837
slc7a1(3of3),0.000117976,0.477458778
nt5c3a,0.00011852,0.663509164
tfap4(2of2),0.000118742,0.410765593
pbrm1(2of2),0.000118901,-0.605260899
ap1s1(1of2),0.00011918,-1.139068993
pcnp,0.000119465,0.490137589
mff(1of2),0.000120293,0.443771172
psma2,0.000120411,0.521683578
spag9(2of2),0.000120582,-0.661985381
ptgr2,0.00012204,-0.554595653
sumo2(2of3),0.000123592,0.547000736
mrgbp,0.000124682,0.422427608
arf5(2of2),0.000124715,0.522332709
sptbn1(1of6),0.000124824,-0.412783031
mylk(3of3),0.000125592,0.695977162
chrnb1(1of2),0.000125707,0.557516358
dnaja4,0.000126133,0.55742643
pop5,0.000127721,0.531274583
ptprd(4of5),0.000127967,-0.514603558
cebpd,0.000128044,0.45192072
ube2v1,0.000128804,0.457076839
timm13,0.000129292,-0.417038753
acta2,0.000129629,0.674033948
prss57,0.000129729,-0.664599608
fgf6(4of4),0.000130208,-0.80420344
nup62,0.00013039,0.573856874
sepp1(1of2),0.000130734,0.657138969
mprip(4of6),0.000132068,-0.425122795
LOC107390957,0.000132112,-0.735104997
ciapin1,0.00013254,0.452196655
vamp8,0.000132607,0.438358658
pmm1,0.00013273,-0.979199688
acsl4,0.000132889,0.414434119
gemin7,0.000133198,0.68235994
bcas2,0.000133564,0.627980862
c6orf106(1of2),0.000134383,0.58750601
plekha1(2of2),0.000134501,0.687104863
vapa,0.000136136,0.475014485
tmem159,0.000137237,0.544663552
kctd10(1of2),0.00013764,0.447416544
ptgr1,0.000137656,0.410905348
kctd6,0.000138752,0.519601115
oat,0.000138766,0.722817152
pwp1,0.000138932,0.652292128
lmnb1,0.000139263,0.603159042
ftsj1,0.00013943,0.41179299
il17rd(1of2),0.00014005,-0.677465051
dtwd1,0.000140928,0.418501624
gpx4(2of2),0.000141091,0.631531469
ptges3(1of2),0.000141265,0.529551173
prmt7,0.000141628,-0.423247911
tulp3,0.000142563,0.514056706
sugt1(1of2),0.000142874,0.671801309
dhdds,0.000144323,-0.503768534
zfp282,0.000144542,0.469543907
zswim6(2of3),0.000145086,-0.473693519
atp1b1(1of2),0.000146184,0.401929648
egln1,0.000146464,0.441977651
tonsl,0.000146642,-0.632000016
pacs1(2of2),0.000146801,-0.589750566
epha4(1of3),0.000148038,-0.52434083
rev3l(2of2),0.000149202,-0.552199445
hmgcr(2of2),0.000149322,-0.690973763
ano8(1of3),0.000149807,-0.622196824
psmd7,0.000149953,0.473438148
kiaa1524,0.000150209,-0.767074834
fam185a,0.000150378,0.450652454
dhx57,0.00015114,-0.682834428
spin1(1of4),0.000151184,0.576317912
umps,0.000151604,0.421760342
cldn7(1of2),0.000151623,0.826442823
pex13,0.000151794,0.601017213
elof1,0.000152343,0.636849711
LOC107385308,0.00015431,0.497989029
kiz,0.00015486,-0.495979815
cbr1(2of3),0.000155157,0.406233235
dmxl1,0.000155191,-0.569989592
il17rd(2of2),0.000155275,0.46457719
tmpo(1of2),0.000155874,0.694440868
mrpl15,0.000156472,0.616969966
cd63(2of2),0.00015681,0.415806887
tmem238(4of4),0.000157649,0.621888453
timm8b,0.000158305,0.460057138
fam8a1(2of2),0.000158999,0.473583342
ank3(1of2),0.000159022,-0.428138254
bin1(2of2),0.000159305,-0.421162611
cited2(2of2),0.000159361,0.631338209
c10orf105,0.000160052,0.460433873
myt1(1of2),0.000160664,-0.790817658
tbce,0.000161176,-0.516754334
jarid2,0.000161793,-0.79044818
rab8a(2of2),0.000162572,0.596678396
zbed4(31of38),0.000163606,-0.509730166
pard3b(2of3),0.000166616,-0.516121808
nadk(2of2),0.000166653,0.460912917
rab40c(2of2),0.00016843,0.472985225
hacd2,0.000169562,0.451633627
tsc22d2(2of2),0.000169862,0.403852273
LOC107394159,0.00017029,-0.779152961
myo10(3of4),0.000170555,-0.465448077
abcc1(3of3),0.000171455,-0.468551966
thra(2of2),0.000171556,-0.521121548
becn1,0.000172626,0.462612258
cux1,0.000175178,0.447691978
cln8,0.000175317,-0.575251431
vps13c,0.000175577,-0.472001564
adam9(1of2),0.000175579,-0.890461846
apoe(1of2),0.000176794,1.07737126
snrpa1,0.000176851,0.40371815
ethe1(1of2),0.000177732,0.604010705
LOC107378506,0.000178034,1.174770357
rab5a(1of2),0.00017827,0.40668912
lsm12,0.000178292,0.397151329
ldb1(2of2),0.000179139,0.556592411
arhgap17(2of2),0.000179966,-0.550769356
slc25a48,0.000181507,0.442413314
prim1,0.000181907,0.49947845
taf2,0.000182649,-0.418591144
dnajc5b,0.000183568,-1.171043359
mcrs1,0.000184227,0.396680769
akap9(1of2),0.000184355,-0.449361383
vdac2(1of3),0.000185003,0.409813239
samd3(4of10),0.000185062,0.546033394
drg1,0.000186369,0.566029496
pgrmc1,0.000186904,0.622737971
fth1(6of8),0.000187757,0.43373626
recql5,0.000188067,-0.403879929
ppp4c,0.000188337,0.534141888
pcyox1l,0.000188537,0.770107678
cnih4,0.000188938,0.43553206
jtb,0.000189057,0.466315954
parp2,0.000189449,0.482765527
bmi1,0.000189888,-0.418430948
mast2(1of3),0.000190048,-1.186039364
phkb,0.000190344,-0.486519317
capn7,0.000190481,0.45350586
map3k7cl,0.000191419,0.606579305
pold2,0.000191534,0.443749079
znf287(3of3),0.000192389,-0.43322059
mitd1,0.000193696,0.684188607
cldn4(6of19),0.000194489,0.893425887
ddx39b(2of2),0.000195245,0.531709396
psmd12,0.000195278,0.530332116
LOC107387363,0.000195497,-0.595294638
gapdhs,0.000195812,0.424600468
snx14(2of2),0.000195902,-0.39522482
rap1b(2of3),0.000195905,-0.955547323
cdkn1b(2of3),0.000196123,0.497271341
cct6a,0.000196954,0.482552064
rnf122(2of2),0.000196979,0.411576938
haus3,0.000197042,0.563012588
hipk2(6of6),0.000197579,-0.591187802
afap1,0.000198343,-0.564606087
tspan14,0.000198706,0.498990779
samd10(2of2),0.000199241,0.69549099
syngr2(1of2),0.000200408,0.700803021
rap2b(2of2),0.000201372,0.591861286
p3h4,0.000201453,0.402442822
cdkn1c(1of2),0.000202428,0.420693643
tfeb,0.00020244,0.602475862
capn3(2of2),0.000203189,-0.58251771
tns2(1of2),0.000203744,-0.469994203
tnik(1of3),0.000204357,-0.653954613
fbxo11(1of2),0.000206076,0.398184241
clcn3,0.00020609,-0.427377726
rybp,0.000206291,0.43851408
nfyc,0.000206948,0.510812313
tspan7(3of4),0.000208572,0.390021634
col15a1(2of5),0.00020938,-0.472631972
prpf38a,0.000209701,0.416003147
dusp3(1of2),0.000211006,-0.504397887
vamp3,0.000211475,0.408614672
unc93a,0.000211492,-0.43363594
atp2a2(4of4),0.000211744,-0.549615573
hbs1l,0.000211782,0.42147675
sec14l2(1of2),0.000211927,-0.588560515
fam53b(2of2),0.000211948,0.432948212
znf93,0.000212208,0.581830503
plcg1(1of2),0.00021334,-0.453595607
itpr2,0.000215676,-0.43106806
piezo1,0.000219,-0.469281199
cox4i1(1of2),0.000219059,-0.772761378
trim80(7of16),0.000219476,0.912579684
ciao1,0.000220884,0.473406858
ccnd2(1of4),0.000221037,0.499473695
c9orf64,0.000221225,-0.706766428
dedd2,0.000221248,-0.501911319
fxyd3,0.000222804,0.615452703
plekhg4(5of5),0.000223254,-0.481593221
ggcx,0.000223434,0.390196145
cdc42(4of4),0.000224683,0.460924607
c1galt1c1,0.000224755,0.492857059
aldh4a1,0.000224952,-0.507370246
st8sia3(2of2),0.000226405,-0.608145178
psmd10,0.000226517,0.439945755
nxt2,0.000226572,0.509742397
tmem235(2of2),0.000226658,-0.707102399
txndc9,0.000226742,0.425709948
ift88,0.000227244,-0.464784594
carm1,0.000227708,0.394375851
rapgef4(2of2),0.000228445,-0.917076451
sf3a3,0.000229379,0.389234018
mrpl12,0.000229651,0.470220844
gxylt2,0.000231276,-0.807644398
stim1(1of2),0.000231439,0.489591937
zdhhc12(2of2),0.000231939,-0.659422084
crip2(2of2),0.000232402,0.54795457
cdk2ap2,0.000232463,0.485599199
pcbp2(1of2),0.000233797,0.590174892
ppard,0.000234735,0.405760188
vwc2(2of2),0.000234966,-0.907434273
ttn(2of4),0.000235573,-0.561861642
myo5a(2of2),0.000236826,-0.616408897
fbp2,0.000236842,1.195681567
gramd2,0.000237867,-0.518763759
mettl10,0.000238745,0.458578466
rhog(1of2),0.000239018,0.419784775
zc3h13,0.000239028,-0.704148831
c1orf159,0.000239258,0.624959162
col17a1(1of2),0.000239288,-0.4566062
rprd1a,0.000239946,0.449440041
rsf1(1of2),0.000240429,-0.450433699
tm7sf2,0.000242066,1.014626569
zfp638(1of7),0.000242559,-0.480116987
zbtb37,0.000242664,-0.576484996
fam177a1(2of3),0.000242729,0.484587299
zfp787,0.000244801,0.537918441
rnf4,0.000246099,0.403140573
sspn,0.000246802,0.600012426
lrp1(1of2),0.000246851,-0.413475599
cldn11(1of2),0.000247933,0.96704445
cry1(3of5),0.000249529,0.38526958
enpp2(2of2),0.000249959,-0.555479202
dnajc24,0.000250513,0.785686246
ctb-55o6.8,0.000251087,-0.486867768
tacc1(1of2),0.000252178,-0.696577661
dmxl2,0.000253394,-0.527434417
r3hdm2,0.000254261,-0.621737051
alg12,0.000254808,0.435328569
mdfic(1of2),0.000254949,0.452826934
gramd3(2of4),0.000255368,0.550821657
cdk19,0.000256879,-0.464751997
myl6(2of2),0.000256899,0.384433668
ppp2r2a(1of2),0.000256945,0.438345946
dcaf7(2of2),0.000257093,0.682086967
orai2,0.000257893,0.450034853
mrpl24,0.000259613,0.392862486
cd9(4of5),0.00026096,0.716770549
bcl2l1(1of2),0.000261321,0.466420735
rnasek,0.000262664,0.395766165
radil(2of2),0.000263242,-0.51820509
cd48(1of2),0.000264071,0.484347129
vat1(2of2),0.000264404,-0.681655084
ptpn6,0.000264471,0.776544201
uba2,0.000265829,0.470613591
smyd3,0.000266279,0.517696773
ankrd22,0.000266848,0.410338716
rangap1(1of2),0.000267248,0.482807007
capns1(1of2),0.000267531,0.478970068
crtap,0.000269119,0.589355889
syndig1(1of4),0.000269713,0.566349195
crispld1(2of2),0.000269811,-0.762949649
cracr2b,0.000270285,-0.879537798
krtcap3(2of2),0.000271858,0.659714857
ctif,0.000272541,0.764785099
tnfrsf11b(1of4),0.000273974,1.577329528
ptch1(2of2),0.000274129,-0.512361602
stk38l,0.000275871,-0.652761622
adss(1of2),0.000276881,0.643215779
srsf7,0.000276899,0.419933849
rnf181,0.00027718,0.636255419
c7orf73,0.000278154,0.475823749
traf3ip2(2of2),0.000278428,0.529934687
map1lc3a(1of3),0.000278584,0.508559425
sgsm3,0.000278995,-0.40305419
ncbp2,0.000280392,0.384265366
rab3a(1of2),0.000283064,-0.539992736
dek,0.000283641,0.518419218
hook2,0.000283885,-0.515448805
fibp,0.00028506,0.484551292
tspan3(1of3),0.000285768,0.690395618
ctdspl2(2of3),0.000285986,0.496697163
ube2v2,0.000286072,0.442362975
bloc1s2,0.000286876,0.445701554
emc8,0.000287956,0.459152499
hsdl1,0.000289384,0.710383557
bpnt1,0.000291571,-0.598131776
yy1(2of2),0.000291761,0.498622285
ndufaf6,0.000292379,0.541289542
tex261,0.000292406,0.384536541
col1a1(2of2),0.000294498,-0.52860353
pdcd11,0.000297591,-0.382592458
tmpo(2of2),0.000300006,0.521307837
tuba1c(3of10),0.000300796,0.603981659
smarcb1(1of2),0.000302092,0.582787188
hspa4(2of2),0.000302243,0.383439332
fam134c,0.00030231,0.540508959
tbpl1,0.000302997,-0.490363694
bloc1s3,0.000303977,0.404878321
cacybp,0.000304158,0.471156858
tango2,0.000306799,0.391512378
arl6ip1,0.000307116,0.452330872
dag1(1of2),0.000307228,-0.423646096
smndc1,0.000308325,0.453519455
ppp1r3c(1of3),0.000310511,0.394542392
cnpy2(1of3),0.000312634,0.435714144
fam161b(2of2),0.000313038,-0.683028988
tax1bp3,0.000315323,0.537820809
aloxe3(2of2),0.000315761,1.616172932
smarcal1,0.00031582,-0.41890552
letmd1,0.000317527,-0.45912349
kcnk1(1of2),0.000318877,0.486465819
c2orf68,0.00032044,0.44519925
tmem192(1of2),0.00032085,0.747822833
arhgef33(2of2),0.000320876,-0.605399199
trappc3,0.000321439,0.430561203
cfhr1(1of2),0.000323276,-0.635142503
ube2d2(1of3),0.000323795,0.378142508
psmd8,0.000324568,0.522668678
march5(2of2),0.000324876,0.377869865
srgap3(1of4),0.000324916,-0.456060813
LOC107386333,0.00032713,-0.51513024
anp32a(2of2),0.000327385,0.53773941
iah1,0.00032752,-0.493520544
cdca7(1of2),0.00032868,0.896227687
atrn,0.000329501,-0.432521304
eef1a1(2of5),0.000330175,-0.459604202
tubb6,0.000330598,0.47754164
sgcb,0.000330997,0.551822447
pkn2(4of6),0.000332674,-0.704695232
msl2(2of2),0.000334646,0.395369583
fnbp1(3of3),0.000336308,-0.703144953
arl8b(2of2),0.000342581,0.424830654
gsg1l(3of7),0.000344702,-0.505755029
LOC107390827,0.000345605,0.831903771
LOC107380116,0.000347671,0.414524879
c21orf59,0.000350406,0.382679345
rraga,0.000352103,0.376221603
arl5b(2of2),0.000352387,0.794476008
shisa4(1of2),0.000352572,0.52634619
fam57b(3of3),0.00035553,-0.953380727
senp2,0.000356515,0.380743898
cytl1(1of2),0.000359105,-0.56590148
mcfd2,0.000359903,0.456279726
gemin2,0.00036005,0.381379458
pa2g4(2of2),0.000360334,0.377892399
tmco1,0.000360357,0.380512538
zbed1(5of6),0.000360581,0.413770086
eif4ebp1(1of2),0.000360814,0.375500067
gjc1(5of5),0.000362286,0.496526932
usp34,0.000362917,-0.450778104
col9a3(2of2),0.000363677,-0.993395036
pex26,0.000364534,0.523056236
dock3(2of2),0.000364722,-0.48080333
bckdha,0.000365047,0.376072775
gemin8,0.000365668,0.387137224
spsb3(2of2),0.000365886,0.606937629
tspan3(3of3),0.000366358,0.538209949
wdr20(1of3),0.000367877,0.484651326
ppp1cb(1of2),0.000368279,0.375959746
sec22c,0.000368453,0.639059536
slc43a2(1of2),0.000368979,-0.623308787
med27,0.000370177,0.376403792
gyg1(2of2),0.000370268,0.409661301
slc35f5,0.000374885,0.497028047
cnn1,0.000375338,-0.684098923
rabl6,0.000375908,-0.388334164
cstf3,0.000376588,0.434760442
cnn3,0.000379431,0.384478516
atp6v0c(1of3),0.000380755,0.404831021
shprh,0.000382425,-0.408901572
znf235(45of148),0.00038335,-0.706576417
taz,0.000383422,-0.458230811
glt8d1,0.000383542,0.575730061
marf1,0.000384396,-0.443089968
taf5l,0.000385318,0.449399368
cul2,0.00038559,0.388055056
mmgt1,0.000388139,0.420090283
cops7b,0.000388154,0.396101698
pex14,0.000388748,-0.755732062
musk,0.000390229,-0.580168931
cacna1h(1of8),0.000390672,-0.417378939
spef2(3of3),0.000392686,-0.41815908
megf8,0.00039474,-0.427796978
mif4gd,0.000395942,0.649778945
lasp1(1of2),0.000396376,0.38079462
dnah3,0.000398717,-0.376805385
rabgef1(2of3),0.000398725,0.767618346
ogt,0.00039889,-0.448538222
atad1(1of2),0.00039947,0.71420443
tob1(1of2),0.00039974,0.425521319
nmrk2(3of3),0.000399785,0.374070605
gprc5c,0.000402142,0.56708655
ttc33,0.000402912,0.411403431
phc1(2of3),0.000403124,0.384759733
tmem222(2of2),0.000407331,0.397831053
ppp4r2(2of2),0.000407612,0.474800688
lepr,0.000408048,-0.531308033
mtfr2,0.000408146,0.394643439
cdc42ep4(1of2),0.00040818,0.640637226
LOC107383394,0.000410455,-0.733780403
axin2(2of2),0.000411181,-0.418475409
selt(1of2),0.000413908,0.562928197
bccip,0.000415972,0.618552711
fras1,0.000418334,-0.412134635
szrd1(1of2),0.000418739,0.377169637
timm23,0.000418745,0.460811615
ildr1(2of2),0.000420236,0.770999445
ednra(2of2),0.000422484,0.844988447
c22orf31,0.000426169,-0.939459013
mga(3of3),0.000426314,-0.535613161
cd226(1of2),0.000427949,-0.807185903
nfkbil1,0.000428226,0.414054644
med17,0.000429612,0.403839976
arnt2(3of3),0.00043312,-0.439191661
evi2b,0.000433593,-0.692817331
